Date and Time:                Tue Apr 26 18:12:20.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         250
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              390
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



368.9736	13516
368.99429	12656
369.01495	12505
369.03564	12421
369.0563	12353
369.077	12106
369.09766	11716
369.11832	11472
369.13901	11238
369.15967	11042
369.18033	10853
369.20102	10692
369.22168	10540
369.24237	10527
369.26303	10390
369.28369	10276
369.30438	10140
369.32504	10109
369.3457	10233
369.36636	10059
369.38705	9946
369.40771	9735
369.42838	9633
369.44907	9392
369.46973	9144
369.49039	9124
369.51105	9088
369.53174	8904
369.5524	8665
369.57306	8576
369.59372	8497
369.61441	8393
369.63507	8253
369.65573	8085
369.67639	7931
369.69705	7813
369.71774	7673
369.7384	7705
369.75906	7699
369.77972	7561
369.80038	7310
369.82104	7298
369.84174	7245
369.8624	7181
369.88306	7095
369.90372	7032
369.92438	6905
369.94504	6832
369.9657	6864
369.98636	6739
370.00702	6688
370.02771	6623
370.04837	6481
370.06903	6469
370.08969	6405
370.11035	6354
370.13101	6238
370.15167	6234
370.17233	6104
370.19299	5962
370.21365	5925
370.23431	5799
370.25497	5864
370.27563	5673
370.2963	5562
370.31696	5534
370.33762	5561
370.35828	5450
370.37894	5467
370.3996	5448
370.42026	5423
370.44092	5337
370.46155	5324
370.48221	5195
370.50287	5228
370.52353	5157
370.54419	5023
370.56485	4892
370.58551	4921
370.60617	4883
370.62683	4826
370.64746	4792
370.66812	4721
370.68878	4566
370.70944	4470
370.7301	4403
370.75076	4385
370.77139	4295
370.79205	4255
370.81271	4310
370.83337	4364
370.85403	4324
370.87466	4407
370.89532	4438
370.91599	4424
370.93665	4423
370.95728	4469
370.97794	4436
370.9986	4396
371.01926	4401
371.03989	4389
371.06055	4288
371.08121	4188
371.10184	4110
371.1225	3986
371.14316	3966
371.16379	3879
371.18445	3829
371.20511	3814
371.22574	3863
371.2464	3734
371.26706	3744
371.28769	3760
371.30835	3703
371.32901	3750
371.34964	3697
371.3703	3687
