Date and Time:                Tue Apr 26 18:25:36.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.025
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              390
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



368.9736	17663
368.99429	16876
369.01495	16962
369.03564	17022
369.0563	17132
369.077	17091
369.09766	16974
369.11832	16916
369.13901	17096
369.15967	17150
369.18033	17135
369.20102	17085
369.22168	17056
369.24237	17181
369.26303	17110
369.28369	16852
369.30438	16910
369.32504	17102
369.3457	17304
369.36636	17100
369.38705	16877
369.40771	16910
369.42838	16966
369.44907	16923
369.46973	16778
369.49039	16683
369.51105	16660
369.53174	16655
369.5524	16553
369.57306	16675
369.59372	16723
369.61441	16866
369.63507	16819
369.65573	16879
369.67639	16817
369.69705	16646
369.71774	16560
369.7384	16653
369.75906	16751
369.77972	16762
369.80038	16683
369.82104	16836
369.84174	16917
369.8624	16953
369.88306	16923
369.90372	16906
369.92438	16815
369.94504	16802
369.9657	16763
369.98636	16827
370.00702	17050
370.02771	17141
370.04837	17231
370.06903	17105
370.08969	16941
370.11035	16970
370.13101	16983
370.15167	16984
370.17233	17116
370.19299	17140
370.21365	16981
370.23431	16974
370.25497	17003
370.27563	17028
370.2963	17073
370.31696	17078
370.33762	17120
370.35828	17015
370.37894	17009
370.3996	17036
370.42026	16975
370.44092	17042
370.46155	16987
370.48221	16944
370.50287	17154
370.52353	17100
370.54419	17022
370.56485	17000
370.58551	16908
370.60617	16921
370.62683	16880
370.64746	16745
370.66812	16746
370.68878	16744
370.70944	16713
370.7301	16809
370.75076	16917
370.77139	16820
370.79205	16769
370.81271	16728
370.83337	16733
370.85403	16765
370.87466	16872
370.89532	16978
370.91599	17090
370.93665	17072
370.95728	17041
370.97794	17043
370.9986	17034
371.01926	17072
371.03989	16995
371.06055	17063
371.08121	17098
371.10184	17090
371.1225	16919
371.14316	16940
371.16379	16924
371.18445	16894
371.20511	16913
371.22574	16984
371.2464	17254
371.26706	17317
371.28769	17318
371.30835	17195
371.32901	17114
371.34964	17280
371.3703	17306
