Date and Time:                Tue Apr 26 18:25:56.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.025
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              390
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



368.9736	305
368.99429	299
369.01495	303
369.03564	300
369.0563	298
369.077	297
369.09766	302
369.11832	302
369.13901	302
369.15967	299
369.18033	299
369.20102	310
369.22168	295
369.24237	302
369.26303	303
369.28369	301
369.30438	302
369.32504	300
369.3457	303
369.36636	301
369.38705	300
369.40771	304
369.42838	300
369.44907	301
369.46973	304
369.49039	305
369.51105	305
369.53174	308
369.5524	299
369.57306	299
369.59372	302
369.61441	302
369.63507	299
369.65573	300
369.67639	308
369.69705	304
369.71774	299
369.7384	299
369.75906	302
369.77972	302
369.80038	303
369.82104	304
369.84174	305
369.8624	302
369.88306	299
369.90372	306
369.92438	304
369.94504	302
369.9657	306
369.98636	298
370.00702	299
370.02771	298
370.04837	299
370.06903	305
370.08969	305
370.11035	301
370.13101	296
370.15167	302
370.17233	306
370.19299	304
370.21365	300
370.23431	297
370.25497	305
370.27563	299
370.2963	300
370.31696	301
370.33762	299
370.35828	298
370.37894	302
370.3996	300
370.42026	306
370.44092	303
370.46155	307
370.48221	304
370.50287	305
370.52353	294
370.54419	296
370.56485	298
370.58551	300
370.60617	295
370.62683	302
370.64746	302
370.66812	305
370.68878	300
370.70944	307
370.7301	305
370.75076	300
370.77139	306
370.79205	298
370.81271	302
370.83337	306
370.85403	298
370.87466	299
370.89532	307
370.91599	306
370.93665	302
370.95728	302
370.97794	304
370.9986	306
371.01926	302
371.03989	300
371.06055	305
371.08121	296
371.10184	300
371.1225	308
371.14316	302
371.16379	295
371.18445	301
371.20511	300
371.22574	299
371.2464	302
371.26706	303
371.28769	301
371.30835	298
371.32901	298
371.34964	301
371.3703	303
371.39093	302
371.41159	303
371.43225	301
371.45288	301
371.47354	297
371.49417	301
371.51483	299
371.53546	298
371.55612	299
371.57675	305
371.59741	303
371.61804	303
371.6387	299
371.65933	300
371.67999	310
371.70062	299
