Date and Time:                Thu Oct 27 14:03:16.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         4
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              277.1
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



255.43948	309
255.46075	313
255.48203	304
255.5033	306
255.52457	308
255.54584	308
255.56711	309
255.58838	305
255.60965	314
255.63092	312
255.65221	303
255.67348	308
255.69475	305
255.71602	312
255.73729	310
255.75854	308
255.77982	306
255.80109	306
255.82236	311
255.84363	311
255.8649	302
255.88617	313
255.90744	314
255.92871	307
255.94998	308
255.97125	312
255.99251	309
256.01379	310
256.03506	309
256.0563	305
256.07758	306
256.09885	310
256.12012	305
256.14139	306
256.16266	310
256.18393	312
256.2052	309
256.22644	305
256.24771	309
256.26898	308
256.29025	311
256.31152	306
256.33279	310
256.35403	306
256.37531	307
256.39658	307
256.41785	314
256.43912	314
256.46036	309
256.48163	305
256.5029	301
256.52417	307
256.54544	309
256.56668	311
256.58795	309
256.60922	308
256.63049	310
256.65173	310
256.673	307
256.69427	309
256.71552	312
256.73679	306
256.75806	311
256.77933	309
256.80057	302
256.82184	309
256.84311	305
256.86435	307
256.88562	314
256.90689	307
256.92813	302
256.9494	304
256.97067	310
256.99191	309
257.01318	308
257.03445	308
257.05569	307
257.07697	307
257.09821	304
257.11948	314
257.14075	312
257.16199	310
257.18326	310
257.2045	307
257.22577	303
257.24704	308
257.26828	306
257.28955	309
257.31079	308
257.33206	306
257.3533	308
257.37457	304
257.39581	309
257.41708	302
257.43832	302
257.45959	309
257.48083	308
257.50211	306
257.52335	305
257.54462	306
257.56586	310
257.58713	302
257.60837	308
257.62964	306
257.65088	307
257.67215	306
257.69339	307
257.71466	309
257.7359	308
257.75714	312
257.77841	307
257.79965	311
257.82092	304
257.84216	313
257.86343	311
257.88467	308
257.90591	302
257.92719	307
257.94843	311
257.96967	301
257.99094	308
258.01218	307
258.03342	310
258.05469	310
258.07593	301
258.09717	302
258.11844	316
258.13968	307
258.16092	303
258.18219	306
258.20343	309
258.22467	308
258.24594	301
