Date and Time:                Thu Oct 27 14:15:13.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         4
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              277.1
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



255.43948	311
255.46075	310
255.48203	313
255.5033	311
255.52457	310
255.54584	310
255.56711	303
255.58838	301
255.60965	310
255.63092	306
255.65221	309
255.67348	308
255.69475	311
255.71602	315
255.73729	310
255.75854	310
255.77982	312
255.80109	305
255.82236	311
255.84363	310
255.8649	313
255.88617	306
255.90744	303
255.92871	303
255.94998	308
255.97125	302
255.99251	306
256.01379	304
256.03506	313
256.0563	313
256.07758	307
256.09885	305
256.12012	307
256.14139	310
256.16266	305
256.18393	298
256.2052	307
256.22644	313
256.24771	308
256.26898	302
256.29025	312
256.31152	307
256.33279	311
256.35403	306
256.37531	305
256.39658	310
256.41785	307
256.43912	308
256.46036	309
256.48163	313
256.5029	303
256.52417	303
256.54544	306
256.56668	308
256.58795	309
256.60922	307
256.63049	311
256.65173	313
256.673	310
256.69427	302
256.71552	306
256.73679	303
256.75806	306
256.77933	307
256.80057	310
256.82184	312
256.84311	314
256.86435	305
256.88562	304
256.90689	307
256.92813	308
256.9494	311
256.97067	308
256.99191	302
257.01318	312
257.03445	309
257.05569	312
257.07697	308
257.09821	305
257.11948	309
257.14075	311
257.16199	310
257.18326	312
257.2045	297
257.22577	310
257.24704	310
257.26828	308
257.28955	305
257.31079	300
257.33206	306
257.3533	309
257.37457	303
257.39581	310
257.41708	303
257.43832	311
257.45959	309
257.48083	309
257.50211	304
257.52335	309
257.54462	306
257.56586	309
257.58713	306
257.60837	309
257.62964	305
257.65088	302
257.67215	299
257.69339	304
257.71466	308
257.7359	310
257.75714	306
257.77841	308
257.79965	304
257.82092	308
257.84216	302
257.86343	310
257.88467	304
257.90591	303
257.92719	305
257.94843	307
257.96967	305
257.99094	309
258.01218	311
258.03342	304
258.05469	307
258.07593	310
258.09717	313
258.11844	302
258.13968	304
258.16092	307
258.18219	306
258.20343	310
258.22467	313
258.24594	311
