Date and Time:                Thu Oct 27 14:27:37.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         4
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              277.1
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



255.43948	309
255.46075	311
255.48203	305
255.5033	308
255.52457	302
255.54584	309
255.56711	305
255.58838	303
255.60965	302
255.63092	312
255.65221	309
255.67348	305
255.69475	310
255.71602	308
255.73729	306
255.75854	307
255.77982	303
255.80109	312
255.82236	312
255.84363	306
255.8649	302
255.88617	306
255.90744	311
255.92871	302
255.94998	310
255.97125	310
255.99251	315
256.01379	307
256.03506	303
256.0563	309
256.07758	308
256.09885	306
256.12012	308
256.14139	308
256.16266	301
256.18393	303
256.2052	308
256.22644	312
256.24771	314
256.26898	303
256.29025	305
256.31152	312
256.33279	315
256.35403	306
256.37531	308
256.39658	308
256.41785	308
256.43912	306
256.46036	302
256.48163	307
256.5029	301
256.52417	306
256.54544	306
256.56668	306
256.58795	309
256.60922	309
256.63049	306
256.65173	306
256.673	304
256.69427	305
256.71552	308
256.73679	308
256.75806	309
256.77933	297
256.80057	308
256.82184	308
256.84311	307
256.86435	306
256.88562	308
256.90689	302
256.92813	306
256.9494	302
256.97067	311
256.99191	299
257.01318	312
257.03445	306
257.05569	308
257.07697	310
257.09821	302
257.11948	305
257.14075	310
257.16199	302
257.18326	304
257.2045	306
257.22577	304
257.24704	309
257.26828	307
257.28955	303
257.31079	306
257.33206	313
257.3533	310
257.37457	309
257.39581	307
257.41708	307
257.43832	304
257.45959	304
257.48083	307
257.50211	303
257.52335	306
257.54462	306
257.56586	310
257.58713	306
257.60837	307
257.62964	304
257.65088	304
257.67215	304
257.69339	310
257.71466	308
257.7359	305
257.75714	307
257.77841	306
257.79965	299
257.82092	304
257.84216	306
257.86343	304
257.88467	306
257.90591	309
257.92719	305
257.94843	302
257.96967	312
257.99094	307
258.01218	304
258.03342	306
258.05469	305
258.07593	305
258.09717	306
258.11844	307
258.13968	301
258.16092	303
258.18219	301
258.20343	306
258.22467	302
258.24594	305
