Date and Time:                Thu Oct 27 14:00:41.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         4
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              277.1
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



255.43948	305
255.46075	312
255.48203	305
255.5033	306
255.52457	310
255.54584	312
255.56711	304
255.58838	308
255.60965	311
255.63092	308
255.65221	312
255.67348	300
255.69475	306
255.71602	307
255.73729	312
255.75854	309
255.77982	308
255.80109	306
255.82236	310
255.84363	308
255.8649	308
255.88617	310
255.90744	311
255.92871	304
255.94998	311
255.97125	308
255.99251	302
256.01379	308
256.03506	312
256.0563	305
256.07758	309
256.09885	307
256.12012	312
256.14139	309
256.16266	311
256.18393	305
256.2052	306
256.22644	307
256.24771	306
256.26898	307
256.29025	311
256.31152	311
256.33279	308
256.35403	304
256.37531	309
256.39658	308
256.41785	307
256.43912	303
256.46036	306
256.48163	312
256.5029	308
256.52417	300
256.54544	305
256.56668	309
256.58795	306
256.60922	311
256.63049	310
256.65173	307
256.673	306
256.69427	307
256.71552	311
256.73679	311
256.75806	308
256.77933	312
256.80057	304
256.82184	304
256.84311	305
256.86435	303
256.88562	315
256.90689	307
256.92813	308
256.9494	306
256.97067	310
256.99191	302
257.01318	311
257.03445	307
257.05569	303
257.07697	301
257.09821	309
257.11948	306
257.14075	308
257.16199	309
257.18326	305
257.2045	312
257.22577	309
257.24704	308
257.26828	305
257.28955	302
257.31079	311
257.33206	305
257.3533	301
257.37457	306
257.39581	302
257.41708	305
257.43832	305
257.45959	307
257.48083	314
257.50211	310
257.52335	306
257.54462	305
257.56586	306
257.58713	308
257.60837	305
257.62964	312
257.65088	306
257.67215	303
257.69339	307
257.71466	308
257.7359	309
257.75714	310
257.77841	310
257.79965	307
257.82092	311
257.84216	302
257.86343	305
257.88467	310
257.90591	308
257.92719	316
257.94843	308
257.96967	307
257.99094	310
258.01218	309
258.03342	308
258.05469	308
258.07593	305
258.09717	310
258.11844	303
258.13968	304
258.16092	299
258.18219	311
258.20343	307
258.22467	311
258.24594	301
