Date and Time:                Thu Oct 27 13:53:27.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         4
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              277.1
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



255.43948	308
255.46075	305
255.48203	310
255.5033	311
255.52457	314
255.54584	306
255.56711	311
255.58838	309
255.60965	310
255.63092	309
255.65221	306
255.67348	315
255.69475	309
255.71602	312
255.73729	310
255.75854	310
255.77982	310
255.80109	308
255.82236	313
255.84363	305
255.8649	312
255.88617	307
255.90744	310
255.92871	305
255.94998	299
255.97125	306
255.99251	313
256.01379	313
256.03506	308
256.0563	317
256.07758	308
256.09885	309
256.12012	304
256.14139	307
256.16266	306
256.18393	310
256.2052	308
256.22644	313
256.24771	317
256.26898	309
256.29025	303
256.31152	308
256.33279	303
256.35403	306
256.37531	308
256.39658	311
256.41785	312
256.43912	310
256.46036	305
256.48163	311
256.5029	307
256.52417	307
256.54544	302
256.56668	310
256.58795	309
256.60922	307
256.63049	306
256.65173	312
256.673	316
256.69427	312
256.71552	302
256.73679	303
256.75806	314
256.77933	309
256.80057	304
256.82184	307
256.84311	303
256.86435	310
256.88562	306
256.90689	310
256.92813	308
256.9494	313
256.97067	307
256.99191	311
257.01318	312
257.03445	307
257.05569	317
257.07697	300
257.09821	310
257.11948	313
257.14075	311
257.16199	312
257.18326	309
257.2045	302
257.22577	303
257.24704	309
257.26828	309
257.28955	302
257.31079	310
257.33206	309
257.3533	304
257.37457	307
257.39581	306
257.41708	305
257.43832	304
257.45959	307
257.48083	311
257.50211	304
257.52335	307
257.54462	309
257.56586	312
257.58713	307
257.60837	304
257.62964	300
257.65088	310
257.67215	307
257.69339	311
257.71466	304
257.7359	309
257.75714	302
257.77841	306
257.79965	311
257.82092	306
257.84216	303
257.86343	311
257.88467	306
257.90591	311
257.92719	305
257.94843	308
257.96967	305
257.99094	306
258.01218	305
258.03342	312
258.05469	312
258.07593	311
258.09717	305
258.11844	309
258.13968	315
258.16092	313
258.18219	308
258.20343	307
258.22467	309
258.24594	304
