Date and Time:                Thu Oct 27 14:33:03.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.25
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              277.1
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



255.43948	4034
255.46075	3877
255.48203	3846
255.5033	3889
255.52457	3877
255.54584	3908
255.56711	3900
255.58838	3888
255.60965	3897
255.63092	3875
255.65221	3869
255.67348	3849
255.69475	3832
255.71602	3858
255.73729	3879
255.75854	3885
255.77982	3862
255.80109	3911
255.82236	3908
255.84363	3889
255.8649	3909
255.88617	3911
255.90744	3926
255.92871	3907
255.94998	3922
255.97125	3945
255.99251	3937
256.01379	3932
256.03506	3979
256.0563	3965
256.07758	3987
256.09885	3996
256.12012	4024
256.14139	4001
256.16266	4006
256.18393	4014
256.2052	4006
256.22644	4044
256.24771	4029
256.26898	4059
256.29025	4041
256.31152	4020
256.33279	4002
256.35403	4011
256.37531	4030
256.39658	4064
256.41785	4050
256.43912	4079
256.46036	4068
256.48163	4090
256.5029	4069
256.52417	4105
256.54544	4108
256.56668	4112
256.58795	4114
256.60922	4132
256.63049	4115
256.65173	4103
256.673	4183
256.69427	4149
256.71552	4142
256.73679	4143
256.75806	4160
256.77933	4150
256.80057	4172
256.82184	4144
256.84311	4177
256.86435	4145
256.88562	4150
256.90689	4091
256.92813	4061
256.9494	4085
256.97067	4103
256.99191	4127
257.01318	4147
257.03445	4113
257.05569	4086
257.07697	4107
257.09821	4110
257.11948	4114
257.14075	4153
257.16199	4195
257.18326	4154
257.2045	4197
257.22577	4190
257.24704	4218
257.26828	4262
257.28955	4213
257.31079	4208
257.33206	4261
257.3533	4258
257.37457	4250
257.39581	4216
257.41708	4216
257.43832	4244
257.45959	4254
257.48083	4227
257.50211	4229
257.52335	4255
257.54462	4319
257.56586	4292
257.58713	4290
257.60837	4304
257.62964	4300
257.65088	4330
257.67215	4350
257.69339	4391
257.71466	4383
257.7359	4401
257.75714	4385
257.77841	4368
257.79965	4368
257.82092	4370
257.84216	4392
257.86343	4446
257.88467	4419
