Date and Time:                Thu Oct 27 13:57:32.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         4
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              277.1
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



255.43948	309
255.46075	304
255.48203	307
255.5033	305
255.52457	305
255.54584	307
255.56711	306
255.58838	303
255.60965	310
255.63092	306
255.65221	311
255.67348	311
255.69475	307
255.71602	313
255.73729	309
255.75854	309
255.77982	299
255.80109	302
255.82236	308
255.84363	312
255.8649	308
255.88617	309
255.90744	311
255.92871	303
255.94998	313
255.97125	305
255.99251	310
256.01379	307
256.03506	308
256.0563	307
256.07758	303
256.09885	308
256.12012	308
256.14139	308
256.16266	313
256.18393	314
256.2052	302
256.22644	304
256.24771	309
256.26898	307
256.29025	311
256.31152	308
256.33279	300
256.35403	310
256.37531	320
256.39658	304
256.41785	311
256.43912	305
256.46036	313
256.48163	305
256.5029	304
256.52417	314
256.54544	302
256.56668	307
256.58795	309
256.60922	313
256.63049	305
256.65173	309
256.673	307
256.69427	302
256.71552	309
256.73679	309
256.75806	307
256.77933	310
256.80057	308
256.82184	310
256.84311	312
256.86435	305
256.88562	312
256.90689	315
256.92813	302
256.9494	312
256.97067	303
256.99191	311
257.01318	312
257.03445	309
257.05569	306
257.07697	304
257.09821	314
257.11948	301
257.14075	308
257.16199	307
257.18326	305
257.2045	307
257.22577	308
257.24704	304
257.26828	306
257.28955	302
257.31079	311
257.33206	308
257.3533	309
257.37457	307
257.39581	307
257.41708	307
257.43832	308
257.45959	312
257.48083	307
257.50211	304
257.52335	311
257.54462	315
257.56586	306
257.58713	304
257.60837	302
257.62964	311
257.65088	302
257.67215	308
257.69339	308
257.71466	302
257.7359	313
257.75714	308
257.77841	309
257.79965	307
257.82092	311
257.84216	307
257.86343	314
257.88467	303
257.90591	311
257.92719	305
257.94843	302
257.96967	312
257.99094	308
258.01218	306
258.03342	300
258.05469	305
258.07593	302
258.09717	306
258.11844	306
258.13968	306
258.16092	303
258.18219	304
258.20343	312
258.22467	311
258.24594	310
