Date and Time:                Thu Oct 27 14:27:23.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         4
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              277.1
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



255.43948	307
255.46075	308
255.48203	305
255.5033	309
255.52457	304
255.54584	308
255.56711	310
255.58838	307
255.60965	304
255.63092	311
255.65221	304
255.67348	307
255.69475	306
255.71602	307
255.73729	308
255.75854	312
255.77982	304
255.80109	300
255.82236	305
255.84363	312
255.8649	305
255.88617	308
255.90744	308
255.92871	312
255.94998	307
255.97125	309
255.99251	302
256.01379	306
256.03506	312
256.0563	309
256.07758	306
256.09885	305
256.12012	310
256.14139	306
256.16266	310
256.18393	308
256.2052	306
256.22644	306
256.24771	301
256.26898	314
256.29025	309
256.31152	309
256.33279	303
256.35403	306
256.37531	307
256.39658	307
256.41785	305
256.43912	305
256.46036	310
256.48163	307
256.5029	307
256.52417	310
256.54544	309
256.56668	304
256.58795	306
256.60922	309
256.63049	311
256.65173	310
256.673	309
256.69427	310
256.71552	304
256.73679	303
256.75806	312
256.77933	301
256.80057	310
256.82184	307
256.84311	307
256.86435	306
256.88562	310
256.90689	306
256.92813	309
256.9494	298
256.97067	305
256.99191	304
257.01318	307
257.03445	309
257.05569	306
257.07697	307
257.09821	310
257.11948	307
257.14075	305
257.16199	303
257.18326	296
257.2045	305
257.22577	309
257.24704	310
257.26828	309
257.28955	310
257.31079	305
257.33206	311
257.3533	310
257.37457	302
257.39581	309
257.41708	309
257.43832	306
257.45959	301
257.48083	307
257.50211	306
257.52335	308
257.54462	306
257.56586	305
257.58713	304
257.60837	303
257.62964	303
257.65088	305
257.67215	305
257.69339	310
257.71466	306
257.7359	299
257.75714	306
257.77841	308
257.79965	307
257.82092	307
257.84216	307
257.86343	305
257.88467	312
257.90591	309
257.92719	310
257.94843	301
257.96967	310
257.99094	307
258.01218	302
258.03342	308
258.05469	303
258.07593	307
258.09717	310
258.11844	310
258.13968	304
258.16092	302
258.18219	308
258.20343	313
258.22467	302
258.24594	310
