Date and Time:                Thu Oct 27 14:00:11.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         4
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              277.1
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



255.43948	301
255.46075	310
255.48203	312
255.5033	308
255.52457	316
255.54584	313
255.56711	309
255.58838	311
255.60965	306
255.63092	306
255.65221	310
255.67348	308
255.69475	311
255.71602	306
255.73729	306
255.75854	308
255.77982	308
255.80109	306
255.82236	304
255.84363	312
255.8649	306
255.88617	309
255.90744	308
255.92871	313
255.94998	307
255.97125	309
255.99251	305
256.01379	311
256.03506	310
256.0563	308
256.07758	310
256.09885	310
256.12012	313
256.14139	308
256.16266	310
256.18393	306
256.2052	311
256.22644	309
256.24771	306
256.26898	307
256.29025	310
256.31152	311
256.33279	303
256.35403	304
256.37531	314
256.39658	304
256.41785	314
256.43912	307
256.46036	312
256.48163	306
256.5029	307
256.52417	312
256.54544	306
256.56668	304
256.58795	307
256.60922	309
256.63049	305
256.65173	308
256.673	308
256.69427	305
256.71552	314
256.73679	306
256.75806	312
256.77933	302
256.80057	309
256.82184	304
256.84311	313
256.86435	309
256.88562	312
256.90689	309
256.92813	313
256.9494	309
256.97067	307
256.99191	305
257.01318	312
257.03445	310
257.05569	310
257.07697	309
257.09821	314
257.11948	311
257.14075	312
257.16199	309
257.18326	301
257.2045	307
257.22577	308
257.24704	308
257.26828	313
257.28955	306
257.31079	305
257.33206	306
257.3533	306
257.37457	309
257.39581	307
257.41708	307
257.43832	306
257.45959	304
257.48083	307
257.50211	310
257.52335	308
257.54462	304
257.56586	306
257.58713	304
257.60837	308
257.62964	309
257.65088	311
257.67215	309
257.69339	306
257.71466	309
257.7359	305
257.75714	308
257.77841	307
257.79965	304
257.82092	307
257.84216	306
257.86343	312
257.88467	306
257.90591	313
257.92719	305
257.94843	312
257.96967	312
257.99094	309
258.01218	311
258.03342	309
258.05469	306
258.07593	300
258.09717	316
258.11844	302
258.13968	304
258.16092	306
258.18219	312
258.20343	305
258.22467	301
258.24594	302
