Date and Time:                Thu Oct 27 14:19:39.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         4
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              277.1
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



255.43948	315
255.46075	369
255.48203	313
255.5033	308
255.52457	308
255.54584	305
255.56711	310
255.58838	307
255.60965	302
255.63092	300
255.65221	311
255.67348	307
255.69475	309
255.71602	306
255.73729	304
255.75854	307
255.77982	309
255.80109	304
255.82236	307
255.84363	309
255.8649	304
255.88617	308
255.90744	310
255.92871	303
255.94998	306
255.97125	308
255.99251	303
256.01379	308
256.03506	320
256.0563	307
256.07758	307
256.09885	305
256.12012	311
256.14139	309
256.16266	311
256.18393	305
256.2052	306
256.22644	316
256.24771	310
256.26898	313
256.29025	309
256.31152	307
256.33279	307
256.35403	303
256.37531	303
256.39658	304
256.41785	309
256.43912	307
256.46036	306
256.48163	306
256.5029	303
256.52417	305
256.54544	305
256.56668	309
256.58795	305
256.60922	308
256.63049	306
256.65173	311
256.673	312
256.69427	308
256.71552	310
256.73679	307
256.75806	310
256.77933	309
256.80057	303
256.82184	306
256.84311	310
256.86435	306
256.88562	309
256.90689	306
256.92813	305
256.9494	302
256.97067	309
256.99191	307
257.01318	309
257.03445	307
257.05569	308
257.07697	307
257.09821	308
257.11948	309
257.14075	302
257.16199	305
257.18326	309
257.2045	298
257.22577	310
257.24704	301
257.26828	306
257.28955	307
257.31079	311
257.33206	304
257.3533	308
257.37457	304
257.39581	314
257.41708	304
257.43832	303
257.45959	307
257.48083	306
257.50211	307
257.52335	303
257.54462	303
257.56586	305
257.58713	308
257.60837	308
257.62964	306
257.65088	309
257.67215	308
257.69339	307
257.71466	299
257.7359	308
257.75714	307
257.77841	301
257.79965	312
257.82092	305
257.84216	305
257.86343	310
257.88467	309
257.90591	307
257.92719	305
257.94843	308
257.96967	305
257.99094	305
258.01218	310
258.03342	302
258.05469	308
258.07593	304
258.09717	306
258.11844	312
258.13968	307
258.16092	302
258.18219	313
258.20343	303
258.22467	308
258.24594	305
