Date and Time:                Thu Oct 27 14:19:26.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         4
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              277.1
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



255.43948	307
255.46075	308
255.48203	310
255.5033	307
255.52457	305
255.54584	313
255.56711	312
255.58838	308
255.60965	306
255.63092	310
255.65221	307
255.67348	314
255.69475	308
255.71602	306
255.73729	305
255.75854	310
255.77982	312
255.80109	306
255.82236	312
255.84363	313
255.8649	309
255.88617	314
255.90744	305
255.92871	309
255.94998	311
255.97125	301
255.99251	306
256.01379	310
256.03506	318
256.0563	310
256.07758	305
256.09885	304
256.12012	309
256.14139	308
256.16266	307
256.18393	311
256.2052	304
256.22644	309
256.24771	315
256.26898	306
256.29025	306
256.31152	305
256.33279	306
256.35403	306
256.37531	307
256.39658	310
256.41785	306
256.43912	309
256.46036	309
256.48163	306
256.5029	303
256.52417	307
256.54544	314
256.56668	305
256.58795	312
256.60922	305
256.63049	308
256.65173	303
256.673	311
256.69427	307
256.71552	311
256.73679	307
256.75806	308
256.77933	308
256.80057	309
256.82184	305
256.84311	302
256.86435	308
256.88562	316
256.90689	302
256.92813	308
256.9494	313
256.97067	306
256.99191	306
257.01318	301
257.03445	314
257.05569	313
257.07697	302
257.09821	315
257.11948	303
257.14075	308
257.16199	306
257.18326	312
257.2045	305
257.22577	305
257.24704	307
257.26828	303
257.28955	308
257.31079	309
257.33206	305
257.3533	306
257.37457	313
257.39581	309
257.41708	310
257.43832	305
257.45959	299
257.48083	311
257.50211	307
257.52335	306
257.54462	309
257.56586	307
257.58713	304
257.60837	307
257.62964	311
257.65088	302
257.67215	310
257.69339	305
257.71466	303
257.7359	312
257.75714	310
257.77841	303
257.79965	307
257.82092	306
257.84216	309
257.86343	308
257.88467	310
257.90591	307
257.92719	308
257.94843	307
257.96967	295
257.99094	305
258.01218	308
258.03342	306
258.05469	307
258.07593	307
258.09717	311
258.11844	312
258.13968	302
258.16092	307
258.18219	307
258.20343	304
258.22467	302
258.24594	303
