Date and Time:                Thu Oct 27 14:34:10.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.25
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              277.1
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



255.43948	307
255.46075	303
255.48203	298
255.5033	303
255.52457	302
255.54584	300
255.56711	299
255.58838	299
255.60965	300
255.63092	302
255.65221	302
255.67348	301
255.69475	302
255.71602	301
255.73729	306
255.75854	294
255.77982	303
255.80109	302
255.82236	299
255.84363	300
255.8649	303
255.88617	305
255.90744	304
255.92871	303
255.94998	300
255.97125	305
255.99251	307
256.01379	302
256.03506	311
256.0563	305
256.07758	302
256.09885	300
256.12012	305
256.14139	294
256.16266	296
256.18393	301
256.2052	298
256.22644	300
256.24771	300
256.26898	303
256.29025	303
256.31152	301
256.33279	302
256.35403	295
256.37531	304
256.39658	304
256.41785	302
256.43912	303
256.46036	302
256.48163	300
256.5029	302
256.52417	301
256.54544	302
256.56668	302
256.58795	302
256.60922	298
256.63049	299
256.65173	297
256.673	302
256.69427	304
256.71552	302
256.73679	293
256.75806	299
256.77933	307
256.80057	297
256.82184	300
256.84311	298
256.86435	298
256.88562	299
256.90689	303
256.92813	304
256.9494	301
256.97067	303
256.99191	304
257.01318	300
257.03445	303
257.05569	300
257.07697	302
257.09821	309
257.11948	295
257.14075	296
257.16199	299
257.18326	303
257.2045	302
257.22577	301
257.24704	293
257.26828	304
257.28955	300
257.31079	303
257.33206	304
257.3533	301
257.37457	296
257.39581	299
257.41708	303
257.43832	298
257.45959	294
257.48083	302
257.50211	303
257.52335	302
257.54462	302
257.56586	304
257.58713	295
257.60837	298
257.62964	300
257.65088	301
257.67215	302
257.69339	301
257.71466	303
257.7359	300
257.75714	303
257.77841	301
257.79965	301
257.82092	303
257.84216	302
257.86343	298
257.88467	296
257.90591	303
257.92719	302
257.94843	304
257.96967	298
257.99094	303
258.01218	298
258.03342	301
258.05469	301
258.07593	301
258.09717	304
258.11844	303
258.13968	302
258.16092	300
258.18219	303
258.20343	297
258.22467	300
258.24594	301
