Date and Time:                Thu Oct 27 13:47:08.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.25
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              277.1
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



255.43948	4099
255.46075	3940
255.48203	3909
255.5033	3894
255.52457	3917
255.54584	3961
255.56711	3937
255.58838	3955
255.60965	3925
255.63092	3925
255.65221	3923
255.67348	3893
255.69475	3888
255.71602	3911
255.73729	3912
255.75854	3924
255.77982	3925
255.80109	3927
255.82236	3956
255.84363	3971
255.8649	3948
255.88617	3939
255.90744	3939
255.92871	3990
255.94998	3979
255.97125	3982
255.99251	3990
256.01379	3994
256.03506	4009
256.0563	4001
256.07758	4009
256.09885	4063
256.12012	4055
256.14139	4057
256.16266	4075
256.18393	4067
256.2052	4087
256.22644	4073
256.24771	4118
256.26898	4098
256.29025	4101
256.31152	4078
256.33279	4060
256.35403	4056
256.37531	4091
256.39658	4088
256.41785	4123
256.43912	4123
256.46036	4137
256.48163	4092
256.5029	4128
256.52417	4133
256.54544	4125
256.56668	4133
256.58795	4144
256.60922	4173
256.63049	4166
256.65173	4187
256.673	4200
256.69427	4230
256.71552	4216
256.73679	4217
256.75806	4212
256.77933	4237
256.80057	4211
256.82184	4213
256.84311	4230
256.86435	4189
256.88562	4190
256.90689	4162
256.92813	4188
256.9494	4147
256.97067	4163
256.99191	4179
257.01318	4184
257.03445	4187
257.05569	4171
257.07697	4174
257.09821	4164
257.11948	4171
257.14075	4198
257.16199	4203
257.18326	4247
257.2045	4238
257.22577	4257
257.24704	4287
257.26828	4287
257.28955	4272
257.31079	4260
257.33206	4302
257.3533	4333
257.37457	4283
257.39581	4286
257.41708	4275
257.43832	4296
257.45959	4280
257.48083	4302
257.50211	4318
257.52335	4352
257.54462	4377
257.56586	4355
257.58713	4368
257.60837	4386
257.62964	4367
257.65088	4376
257.67215	4423
257.69339	4451
257.71466	4477
257.7359	4449
257.75714	4421
257.77841	4442
257.79965	4414
257.82092	4410
257.84216	4450
257.86343	4485
257.88467	4468
