Date and Time:                Thu Oct 27 14:27:10.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         4
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              277.1
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



255.43948	309
255.46075	315
255.48203	308
255.5033	306
255.52457	310
255.54584	306
255.56711	310
255.58838	309
255.60965	307
255.63092	306
255.65221	306
255.67348	309
255.69475	310
255.71602	310
255.73729	308
255.75854	307
255.77982	308
255.80109	310
255.82236	311
255.84363	314
255.8649	313
255.88617	312
255.90744	308
255.92871	308
255.94998	301
255.97125	304
255.99251	306
256.01379	310
256.03506	305
256.0563	317
256.07758	304
256.09885	309
256.12012	304
256.14139	307
256.16266	308
256.18393	306
256.2052	310
256.22644	303
256.24771	310
256.26898	310
256.29025	301
256.31152	309
256.33279	304
256.35403	311
256.37531	307
256.39658	306
256.41785	302
256.43912	308
256.46036	313
256.48163	305
256.5029	309
256.52417	308
256.54544	300
256.56668	308
256.58795	306
256.60922	309
256.63049	300
256.65173	307
256.673	303
256.69427	305
256.71552	304
256.73679	307
256.75806	309
256.77933	300
256.80057	301
256.82184	310
256.84311	311
256.86435	311
256.88562	301
256.90689	304
256.92813	308
256.9494	309
256.97067	309
256.99191	309
257.01318	303
257.03445	304
257.05569	308
257.07697	305
257.09821	308
257.11948	305
257.14075	307
257.16199	306
257.18326	310
257.2045	310
257.22577	306
257.24704	310
257.26828	299
257.28955	309
257.31079	304
257.33206	310
257.3533	312
257.37457	311
257.39581	303
257.41708	309
257.43832	309
257.45959	302
257.48083	312
257.50211	304
257.52335	303
257.54462	304
257.56586	307
257.58713	304
257.60837	303
257.62964	310
257.65088	307
257.67215	308
257.69339	303
257.71466	305
257.7359	306
257.75714	303
257.77841	307
257.79965	299
257.82092	305
257.84216	313
257.86343	305
257.88467	310
257.90591	312
257.92719	311
257.94843	316
257.96967	306
257.99094	311
258.01218	306
258.03342	303
258.05469	308
258.07593	311
258.09717	301
258.11844	308
258.13968	303
258.16092	307
258.18219	305
258.20343	311
258.22467	304
258.24594	305
