Date and Time:                Thu Oct 27 14:14:50.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         4
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              277.1
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



255.43948	314
255.46075	307
255.48203	311
255.5033	309
255.52457	304
255.54584	307
255.56711	312
255.58838	307
255.60965	305
255.63092	305
255.65221	301
255.67348	315
255.69475	309
255.71602	305
255.73729	305
255.75854	308
255.77982	306
255.80109	309
255.82236	305
255.84363	313
255.8649	309
255.88617	298
255.90744	310
255.92871	302
255.94998	307
255.97125	303
255.99251	308
256.01379	307
256.03506	313
256.0563	303
256.07758	310
256.09885	306
256.12012	308
256.14139	315
256.16266	300
256.18393	317
256.2052	307
256.22644	302
256.24771	314
256.26898	307
256.29025	303
256.31152	310
256.33279	312
256.35403	308
256.37531	304
256.39658	305
256.41785	306
256.43912	308
256.46036	307
256.48163	310
256.5029	306
256.52417	306
256.54544	312
256.56668	306
256.58795	304
256.60922	311
256.63049	305
256.65173	309
256.673	296
256.69427	304
256.71552	310
256.73679	304
256.75806	309
256.77933	307
256.80057	309
256.82184	307
256.84311	314
256.86435	305
256.88562	311
256.90689	303
256.92813	306
256.9494	310
256.97067	305
256.99191	303
257.01318	313
257.03445	304
257.05569	307
257.07697	306
257.09821	311
257.11948	302
257.14075	310
257.16199	303
257.18326	306
257.2045	309
257.22577	311
257.24704	311
257.26828	300
257.28955	310
257.31079	301
257.33206	307
257.3533	313
257.37457	302
257.39581	313
257.41708	312
257.43832	306
257.45959	308
257.48083	309
257.50211	307
257.52335	306
257.54462	307
257.56586	304
257.58713	306
257.60837	299
257.62964	314
257.65088	310
257.67215	303
257.69339	306
257.71466	311
257.7359	309
257.75714	309
257.77841	308
257.79965	307
257.82092	302
257.84216	313
257.86343	307
257.88467	305
257.90591	302
257.92719	311
257.94843	311
257.96967	312
257.99094	308
258.01218	306
258.03342	308
258.05469	311
258.07593	310
258.09717	304
258.11844	306
258.13968	306
258.16092	304
258.18219	301
258.20343	303
258.22467	306
258.24594	313
