Date and Time:                Thu Oct 27 14:21:50.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         4
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              277.1
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



255.43948	311
255.46075	310
255.48203	305
255.5033	300
255.52457	307
255.54584	306
255.56711	312
255.58838	311
255.60965	304
255.63092	310
255.65221	304
255.67348	305
255.69475	311
255.71602	306
255.73729	308
255.75854	301
255.77982	307
255.80109	308
255.82236	305
255.84363	302
255.8649	307
255.88617	302
255.90744	305
255.92871	305
255.94998	309
255.97125	304
255.99251	306
256.01379	312
256.03506	308
256.0563	306
256.07758	307
256.09885	305
256.12012	303
256.14139	313
256.16266	307
256.18393	308
256.2052	316
256.22644	309
256.24771	307
256.26898	306
256.29025	306
256.31152	305
256.33279	307
256.35403	308
256.37531	309
256.39658	305
256.41785	310
256.43912	307
256.46036	305
256.48163	305
256.5029	310
256.52417	311
256.54544	314
256.56668	304
256.58795	306
256.60922	308
256.63049	307
256.65173	311
256.673	303
256.69427	313
256.71552	312
256.73679	306
256.75806	305
256.77933	304
256.80057	310
256.82184	309
256.84311	306
256.86435	306
256.88562	302
256.90689	310
256.92813	310
256.9494	302
256.97067	305
256.99191	307
257.01318	308
257.03445	307
257.05569	300
257.07697	313
257.09821	306
257.11948	309
257.14075	307
257.16199	307
257.18326	307
257.2045	301
257.22577	313
257.24704	309
257.26828	305
257.28955	303
257.31079	302
257.33206	306
257.3533	307
257.37457	312
257.39581	306
257.41708	306
257.43832	308
257.45959	303
257.48083	304
257.50211	302
257.52335	304
257.54462	308
257.56586	307
257.58713	305
257.60837	307
257.62964	304
257.65088	302
257.67215	307
257.69339	305
257.71466	311
257.7359	306
257.75714	306
257.77841	300
257.79965	304
257.82092	307
257.84216	309
257.86343	304
257.88467	302
257.90591	307
257.92719	307
257.94843	305
257.96967	304
257.99094	306
258.01218	302
258.03342	303
258.05469	303
258.07593	309
258.09717	308
258.11844	313
258.13968	310
258.16092	310
258.18219	307
258.20343	307
258.22467	306
258.24594	303
