Date and Time:                Thu Oct 27 13:54:51.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         4
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              277.1
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



255.43948	313
255.46075	309
255.48203	316
255.5033	307
255.52457	307
255.54584	307
255.56711	309
255.58838	305
255.60965	309
255.63092	307
255.65221	302
255.67348	313
255.69475	304
255.71602	306
255.73729	313
255.75854	306
255.77982	305
255.80109	302
255.82236	309
255.84363	311
255.8649	312
255.88617	311
255.90744	310
255.92871	304
255.94998	305
255.97125	307
255.99251	304
256.01379	308
256.03506	305
256.0563	307
256.07758	304
256.09885	305
256.12012	308
256.14139	308
256.16266	310
256.18393	309
256.2052	300
256.22644	301
256.24771	308
256.26898	311
256.29025	309
256.31152	308
256.33279	302
256.35403	308
256.37531	312
256.39658	308
256.41785	312
256.43912	309
256.46036	313
256.48163	308
256.5029	310
256.52417	301
256.54544	316
256.56668	308
256.58795	303
256.60922	308
256.63049	306
256.65173	314
256.673	306
256.69427	308
256.71552	308
256.73679	299
256.75806	308
256.77933	303
256.80057	307
256.82184	311
256.84311	305
256.86435	312
256.88562	304
256.90689	306
256.92813	305
256.9494	306
256.97067	305
256.99191	307
257.01318	312
257.03445	310
257.05569	308
257.07697	305
257.09821	309
257.11948	306
257.14075	301
257.16199	309
257.18326	305
257.2045	303
257.22577	304
257.24704	310
257.26828	303
257.28955	311
257.31079	302
257.33206	309
257.3533	302
257.37457	307
257.39581	311
257.41708	311
257.43832	303
257.45959	303
257.48083	308
257.50211	308
257.52335	303
257.54462	309
257.56586	310
257.58713	304
257.60837	304
257.62964	309
257.65088	308
257.67215	307
257.69339	309
257.71466	304
257.7359	303
257.75714	311
257.77841	307
257.79965	302
257.82092	308
257.84216	309
257.86343	311
257.88467	303
257.90591	301
257.92719	304
257.94843	304
257.96967	305
257.99094	309
258.01218	302
258.03342	304
258.05469	304
258.07593	302
258.09717	301
258.11844	311
258.13968	307
258.16092	308
258.18219	307
258.20343	301
258.22467	305
258.24594	306
