Date and Time:                Thu Oct 27 14:33:28.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.25
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              277.1
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



255.43948	4052
255.46075	3885
255.48203	3879
255.5033	3878
255.52457	3889
255.54584	3904
255.56711	3891
255.58838	3896
255.60965	3878
255.63092	3883
255.65221	3892
255.67348	3860
255.69475	3845
255.71602	3855
255.73729	3929
255.75854	3875
255.77982	3889
255.80109	3921
255.82236	3921
255.84363	3930
255.8649	3918
255.88617	3916
255.90744	3919
255.92871	3943
255.94998	3926
255.97125	3948
255.99251	3946
256.01379	3957
256.03506	3993
256.0563	3972
256.07758	3990
256.09885	4052
256.12012	4006
256.14139	4014
256.16266	4021
256.18393	4032
256.2052	4019
256.22644	4061
256.24771	4041
256.26898	4048
256.29025	4074
256.31152	4026
256.33279	4008
256.35403	4021
256.37531	4060
256.39658	4060
256.41785	4076
256.43912	4078
256.46036	4088
256.48163	4082
256.5029	4067
256.52417	4086
256.54544	4112
256.56668	4127
256.58795	4123
256.60922	4141
256.63049	4119
256.65173	4134
256.673	4165
256.69427	4176
256.71552	4190
256.73679	4169
256.75806	4173
256.77933	4193
256.80057	4166
256.82184	4173
256.84311	4177
256.86435	4138
256.88562	4140
256.90689	4114
256.92813	4100
256.9494	4102
256.97067	4114
256.99191	4144
257.01318	4138
257.03445	4171
257.05569	4119
257.07697	4133
257.09821	4142
257.11948	4161
257.14075	4166
257.16199	4184
257.18326	4172
257.2045	4216
257.22577	4218
257.24704	4225
257.26828	4237
257.28955	4237
257.31079	4203
257.33206	4239
257.3533	4243
257.37457	4266
257.39581	4235
257.41708	4221
257.43832	4240
257.45959	4261
257.48083	4259
257.50211	4248
257.52335	4304
257.54462	4316
257.56586	4304
257.58713	4297
257.60837	4325
257.62964	4330
257.65088	4321
257.67215	4324
257.69339	4381
257.71466	4407
257.7359	4392
257.75714	4415
257.77841	4381
257.79965	4382
257.82092	4416
257.84216	4387
257.86343	4442
257.88467	4429
