Date and Time:                Wed Apr 6 15:56:11.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         2
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              281
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



271.09082	304
271.10059	303
271.11035	306
271.12012	306
271.12985	300
271.13962	307
271.14938	308
271.15915	303
271.16891	310
271.17868	303
271.18845	316
271.19818	312
271.20795	305
271.21771	309
271.22748	302
271.23724	308
271.24701	311
271.25674	306
271.26651	307
271.27628	307
271.28604	307
271.29581	311
271.30554	312
271.31531	306
271.32507	313
271.33484	308
271.34457	308
271.35434	305
271.36411	304
271.37387	310
271.38361	305
271.39337	307
271.40314	314
271.4129	310
271.42264	308
271.4324	308
271.44217	312
271.45193	305
271.46167	314
271.47144	306
271.4812	306
271.49094	302
271.5007	304
271.51047	302
271.5202	310
271.52997	302
271.53973	304
271.54947	315
271.55923	309
271.569	307
271.57874	309
271.5885	309
271.59827	306
271.608	311
271.61777	305
271.62753	307
271.63727	308
271.64703	309
271.6568	307
271.66653	303
271.6763	311
271.68604	305
271.6958	304
271.70557	304
271.7153	303
271.72507	315
271.7348	308
271.74457	302
271.7543	304
271.76407	307
271.77383	303
271.78357	303
271.79333	311
271.80307	312
271.81284	310
271.82257	306
271.83234	302
271.84207	302
271.85184	301
271.86157	304
271.87134	310
271.88107	306
271.89084	304
271.9006	311
271.91034	309
271.9201	310
271.92984	309
271.93958	307
271.94934	307
271.95908	308
271.96884	315
271.97858	306
271.98834	307
271.99808	303
272.00784	311
272.01758	307
272.02734	305
272.03708	307
272.04681	310
272.05658	308
272.06631	305
272.07608	310
272.08582	303
272.09558	308
272.10532	303
272.11505	303
272.12482	312
272.13455	311
272.14432	304
272.15405	307
272.16379	307
272.17355	308
272.18329	309
272.19302	309
272.20279	310
272.21252	300
272.22226	305
272.23203	298
272.24176	304
272.25153	307
272.26126	309
272.271	307
272.28073	309
272.2905	308
272.30023	303
272.30997	303
272.31973	311
272.32947	307
272.3392	301
272.34897	303
272.3587	302
272.36844	305
272.37817	305
272.38794	310
