Date and Time:                Wed Apr 6 17:34:20.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         2
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              281
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



271.09082	309
271.10059	308
271.11035	304
271.12012	306
271.12985	313
271.13962	308
271.14938	306
271.15915	305
271.16891	306
271.17868	306
271.18845	309
271.19818	306
271.20795	300
271.21771	305
271.22748	305
271.23724	306
271.24701	300
271.25674	306
271.26651	309
271.27628	298
271.28604	300
271.29581	304
271.30554	306
271.31531	299
271.32507	303
271.33484	300
271.34457	305
271.35434	302
271.36411	303
271.37387	304
271.38361	308
271.39337	295
271.40314	302
271.4129	308
271.42264	300
271.4324	304
271.44217	306
271.45193	304
271.46167	303
271.47144	309
271.4812	308
271.49094	307
271.5007	303
271.51047	296
271.5202	302
271.52997	305
271.53973	305
271.54947	308
271.55923	303
271.569	298
271.57874	309
271.5885	300
271.59827	303
271.608	307
271.61777	312
271.62753	301
271.63727	302
271.64703	308
271.6568	307
271.66653	304
271.6763	302
271.68604	304
271.6958	307
271.70557	307
271.7153	303
271.72507	300
271.7348	302
271.74457	300
271.7543	305
271.76407	305
271.77383	309
271.78357	308
271.79333	303
271.80307	305
271.81284	306
271.82257	299
271.83234	305
271.84207	306
271.85184	305
271.86157	303
271.87134	306
271.88107	311
271.89084	302
271.9006	307
271.91034	301
271.9201	301
271.92984	302
271.93958	304
271.94934	307
271.95908	302
271.96884	308
271.97858	304
271.98834	310
271.99808	299
272.00784	302
272.01758	306
272.02734	298
272.03708	305
272.04681	304
272.05658	305
272.06631	303
272.07608	303
272.08582	300
272.09558	304
272.10532	311
272.11505	304
272.12482	304
272.13455	308
272.14432	307
272.15405	304
272.16379	299
272.17355	302
272.18329	302
272.19302	299
272.20279	304
272.21252	300
272.22226	303
272.23203	307
272.24176	304
272.25153	305
272.26126	301
272.271	302
272.28073	302
272.2905	306
272.30023	301
272.30997	296
272.31973	301
272.32947	308
272.3392	307
272.34897	299
272.3587	299
272.36844	297
272.37817	307
272.38794	307
