Date and Time:                Wed Apr 6 15:55:31.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         2
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              281
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



271.09082	312
271.10059	308
271.11035	313
271.12012	305
271.12985	308
271.13962	302
271.14938	302
271.15915	310
271.16891	310
271.17868	308
271.18845	301
271.19818	304
271.20795	307
271.21771	302
271.22748	305
271.23724	304
271.24701	313
271.25674	304
271.26651	307
271.27628	304
271.28604	309
271.29581	303
271.30554	314
271.31531	303
271.32507	308
271.33484	301
271.34457	306
271.35434	304
271.36411	305
271.37387	306
271.38361	305
271.39337	307
271.40314	305
271.4129	306
271.42264	299
271.4324	311
271.44217	306
271.45193	303
271.46167	303
271.47144	302
271.4812	308
271.49094	305
271.5007	308
271.51047	306
271.5202	306
271.52997	312
271.53973	304
271.54947	303
271.55923	309
271.569	302
271.57874	306
271.5885	307
271.59827	304
271.608	304
271.61777	310
271.62753	311
271.63727	308
271.64703	310
271.6568	310
271.66653	307
271.6763	306
271.68604	307
271.6958	310
271.70557	307
271.7153	303
271.72507	306
271.7348	307
271.74457	300
271.7543	309
271.76407	306
271.77383	302
271.78357	302
271.79333	312
271.80307	307
271.81284	305
271.82257	303
271.83234	307
271.84207	304
271.85184	302
271.86157	306
271.87134	305
271.88107	302
271.89084	303
271.9006	308
271.91034	305
271.9201	305
271.92984	304
271.93958	306
271.94934	307
271.95908	306
271.96884	308
271.97858	306
271.98834	307
271.99808	304
272.00784	301
272.01758	300
272.02734	308
272.03708	311
272.04681	305
272.05658	306
272.06631	305
272.07608	303
272.08582	306
272.09558	310
272.10532	306
272.11505	305
272.12482	300
272.13455	307
272.14432	309
272.15405	305
272.16379	301
272.17355	304
272.18329	308
272.19302	307
272.20279	304
272.21252	307
272.22226	301
272.23203	306
272.24176	312
272.25153	302
272.26126	309
272.271	305
272.28073	307
272.2905	309
272.30023	301
272.30997	309
272.31973	300
272.32947	305
272.3392	306
272.34897	302
272.3587	311
272.36844	304
272.37817	306
272.38794	303
