Date and Time:                Wed Apr 6 17:34:28.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         2
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              281
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



271.09082	307
271.10059	305
271.11035	308
271.12012	302
271.12985	304
271.13962	304
271.14938	304
271.15915	304
271.16891	304
271.17868	306
271.18845	301
271.19818	301
271.20795	304
271.21771	307
271.22748	300
271.23724	303
271.24701	306
271.25674	305
271.26651	313
271.27628	312
271.28604	300
271.29581	306
271.30554	304
271.31531	301
271.32507	311
271.33484	307
271.34457	304
271.35434	301
271.36411	300
271.37387	299
271.38361	308
271.39337	304
271.40314	305
271.4129	306
271.42264	305
271.4324	306
271.44217	301
271.45193	304
271.46167	311
271.47144	308
271.4812	306
271.49094	304
271.5007	306
271.51047	304
271.5202	308
271.52997	312
271.53973	298
271.54947	305
271.55923	308
271.569	306
271.57874	307
271.5885	306
271.59827	309
271.608	301
271.61777	300
271.62753	302
271.63727	305
271.64703	299
271.6568	305
271.66653	305
271.6763	300
271.68604	305
271.6958	303
271.70557	305
271.7153	301
271.72507	308
271.7348	304
271.74457	303
271.7543	307
271.76407	307
271.77383	302
271.78357	303
271.79333	309
271.80307	299
271.81284	304
271.82257	301
271.83234	306
271.84207	303
271.85184	304
271.86157	298
271.87134	299
271.88107	305
271.89084	313
271.9006	304
271.91034	306
271.9201	307
271.92984	304
271.93958	301
271.94934	307
271.95908	313
271.96884	308
271.97858	297
271.98834	304
271.99808	306
272.00784	309
272.01758	297
272.02734	305
272.03708	302
272.04681	305
272.05658	305
272.06631	303
272.07608	311
272.08582	305
272.09558	307
272.10532	308
272.11505	298
272.12482	306
272.13455	304
272.14432	305
272.15405	308
272.16379	307
272.17355	306
272.18329	301
272.19302	305
272.20279	306
272.21252	304
272.22226	301
272.23203	306
272.24176	299
272.25153	311
272.26126	303
272.271	305
272.28073	301
272.2905	305
272.30023	308
272.30997	302
272.31973	301
272.32947	309
272.3392	301
272.34897	303
272.3587	301
272.36844	304
272.37817	306
272.38794	310
