Date and Time:                Wed Apr 6 15:54:47.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         2
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              281
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



271.09082	305
271.10059	303
271.11035	307
271.12012	309
271.12985	306
271.13962	309
271.14938	305
271.15915	300
271.16891	315
271.17868	311
271.18845	304
271.19818	303
271.20795	304
271.21771	305
271.22748	306
271.23724	302
271.24701	311
271.25674	302
271.26651	306
271.27628	307
271.28604	307
271.29581	300
271.30554	305
271.31531	304
271.32507	306
271.33484	301
271.34457	309
271.35434	303
271.36411	305
271.37387	311
271.38361	299
271.39337	303
271.40314	302
271.4129	307
271.42264	302
271.4324	308
271.44217	301
271.45193	309
271.46167	306
271.47144	313
271.4812	306
271.49094	305
271.5007	303
271.51047	307
271.5202	305
271.52997	310
271.53973	304
271.54947	298
271.55923	311
271.569	304
271.57874	308
271.5885	304
271.59827	312
271.608	306
271.61777	304
271.62753	307
271.63727	309
271.64703	304
271.6568	306
271.66653	308
271.6763	305
271.68604	304
271.6958	303
271.70557	306
271.7153	305
271.72507	300
271.7348	306
271.74457	306
271.7543	310
271.76407	311
271.77383	307
271.78357	306
271.79333	308
271.80307	308
271.81284	311
271.82257	308
271.83234	312
271.84207	304
271.85184	310
271.86157	301
271.87134	306
271.88107	303
271.89084	311
271.9006	308
271.91034	306
271.9201	309
271.92984	306
271.93958	310
271.94934	310
271.95908	293
271.96884	314
271.97858	305
271.98834	310
271.99808	308
272.00784	308
272.01758	302
272.02734	301
272.03708	299
272.04681	308
272.05658	299
272.06631	308
272.07608	303
272.08582	303
272.09558	308
272.10532	302
272.11505	299
272.12482	311
272.13455	303
272.14432	303
272.15405	307
272.16379	310
272.17355	307
272.18329	303
272.19302	310
272.20279	306
272.21252	306
272.22226	303
272.23203	304
272.24176	309
272.25153	302
272.26126	303
272.271	300
272.28073	305
272.2905	302
272.30023	306
272.30997	302
272.31973	305
272.32947	302
272.3392	306
272.34897	309
272.3587	310
272.36844	305
272.37817	304
272.38794	301
