Date and Time:                Wed Apr 6 17:33:59.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              281
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



271.09082	299
271.10059	297
271.11035	295
271.12012	304
271.12985	301
271.13962	295
271.14938	303
271.15915	303
271.16891	304
271.17868	300
271.18845	300
271.19818	297
271.20795	303
271.21771	297
271.22748	301
271.23724	303
271.24701	300
271.25674	297
271.26651	304
271.27628	301
271.28604	302
271.29581	303
271.30554	304
271.31531	305
271.32507	303
271.33484	306
271.34457	306
271.35434	297
271.36411	304
271.37387	301
271.38361	296
271.39337	305
271.40314	305
271.4129	307
271.42264	299
271.4324	303
271.44217	301
271.45193	297
271.46167	307
271.47144	299
271.4812	308
271.49094	300
271.5007	295
271.51047	298
271.5202	302
271.52997	301
271.53973	301
271.54947	304
271.55923	298
271.569	303
271.57874	300
271.5885	300
271.59827	304
271.608	304
271.61777	300
271.62753	299
271.63727	302
271.64703	304
271.6568	304
271.66653	303
271.6763	303
271.68604	301
271.6958	308
271.70557	304
271.7153	301
271.72507	297
271.7348	303
271.74457	306
271.7543	304
271.76407	296
271.77383	302
271.78357	303
271.79333	303
271.80307	311
271.81284	306
271.82257	302
271.83234	302
271.84207	306
271.85184	303
271.86157	301
271.87134	301
271.88107	307
271.89084	299
271.9006	297
271.91034	302
271.9201	300
271.92984	299
271.93958	304
271.94934	295
271.95908	305
271.96884	306
271.97858	306
271.98834	302
271.99808	300
272.00784	296
272.01758	304
272.02734	302
272.03708	301
272.04681	294
272.05658	302
272.06631	297
272.07608	303
272.08582	298
272.09558	301
272.10532	295
272.11505	297
272.12482	304
272.13455	305
272.14432	300
272.15405	301
272.16379	308
272.17355	300
272.18329	302
272.19302	295
272.20279	298
272.21252	303
272.22226	307
272.23203	301
272.24176	304
272.25153	303
272.26126	301
272.271	299
272.28073	304
272.2905	302
272.30023	300
272.30997	299
272.31973	300
272.32947	297
272.3392	304
272.34897	300
272.3587	305
272.36844	304
272.37817	302
272.38794	296
