Date and Time:                Wed Apr 6 17:30:27.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              281
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



271.09082	31952
271.10059	30495
271.11035	30673
271.12012	30775
271.12985	30863
271.13962	30766
271.14938	30491
271.15915	30451
271.16891	30889
271.17868	30916
271.18845	30709
271.19818	30630
271.20795	30595
271.21771	30614
271.22748	30508
271.23724	30325
271.24701	30495
271.25674	31044
271.26651	31038
271.27628	30803
271.28604	30562
271.29581	30432
271.30554	30381
271.31531	30367
271.32507	30079
271.33484	29997
271.34457	30117
271.35434	30031
271.36411	30044
271.37387	30025
271.38361	30132
271.39337	30119
271.40314	30107
271.4129	30159
271.42264	29988
271.4324	29863
271.44217	29792
271.45193	29873
271.46167	29835
271.47144	29848
271.4812	29747
271.49094	29959
271.5007	30243
271.51047	30330
271.5202	30213
271.52997	30021
271.53973	29952
271.54947	30002
271.55923	30124
271.569	30143
271.57874	30493
271.5885	30603
271.59827	30497
271.608	30517
271.61777	30362
271.62753	30349
271.63727	30482
271.64703	30399
271.6568	30636
271.66653	30608
271.6763	30518
271.68604	30342
271.6958	30395
271.70557	30362
271.7153	30248
271.72507	30149
271.7348	30265
271.74457	30172
271.7543	29969
271.76407	30148
271.77383	30190
271.78357	30141
271.79333	30269
271.80307	30207
271.81284	30423
271.82257	30340
271.83234	30275
271.84207	30309
271.85184	30252
271.86157	30090
271.87134	30008
271.88107	29943
271.89084	30003
271.9006	29837
271.91034	29665
271.9201	29714
271.92984	29810
271.93958	29837
271.94934	29788
271.95908	29753
271.96884	29749
271.97858	29666
271.98834	29600
271.99808	29834
272.00784	30047
272.01758	30091
272.02734	30141
272.03708	30097
272.04681	30101
272.05658	30022
272.06631	29921
272.07608	29998
272.08582	30007
272.09558	29938
272.10532	29927
272.11505	29830
272.12482	29825
272.13455	29810
272.14432	29879
272.15405	30003
272.16379	30348
272.17355	30373
272.18329	30327
272.19302	30275
272.20279	30143
272.21252	30208
272.22226	30454
