Date and Time:                Wed Apr 6 17:34:06.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              281
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



271.09082	303
271.10059	307
271.11035	302
271.12012	301
271.12985	304
271.13962	307
271.14938	300
271.15915	303
271.16891	301
271.17868	307
271.18845	300
271.19818	307
271.20795	305
271.21771	302
271.22748	302
271.23724	305
271.24701	300
271.25674	301
271.26651	306
271.27628	305
271.28604	298
271.29581	300
271.30554	301
271.31531	299
271.32507	303
271.33484	302
271.34457	305
271.35434	298
271.36411	304
271.37387	304
271.38361	301
271.39337	298
271.40314	302
271.4129	303
271.42264	298
271.4324	305
271.44217	305
271.45193	304
271.46167	306
271.47144	302
271.4812	300
271.49094	302
271.5007	306
271.51047	307
271.5202	300
271.52997	304
271.53973	301
271.54947	297
271.55923	306
271.569	303
271.57874	299
271.5885	299
271.59827	305
271.608	304
271.61777	304
271.62753	298
271.63727	297
271.64703	299
271.6568	304
271.66653	308
271.6763	306
271.68604	304
271.6958	303
271.70557	309
271.7153	307
271.72507	305
271.7348	298
271.74457	302
271.7543	300
271.76407	307
271.77383	306
271.78357	296
271.79333	302
271.80307	301
271.81284	298
271.82257	299
271.83234	303
271.84207	301
271.85184	303
271.86157	304
271.87134	304
271.88107	298
271.89084	312
271.9006	303
271.91034	303
271.9201	308
271.92984	305
271.93958	301
271.94934	309
271.95908	302
271.96884	301
271.97858	303
271.98834	300
271.99808	294
272.00784	300
272.01758	295
272.02734	299
272.03708	298
272.04681	298
272.05658	305
272.06631	302
272.07608	303
272.08582	304
272.09558	306
272.10532	297
272.11505	302
272.12482	308
272.13455	300
272.14432	302
272.15405	301
272.16379	307
272.17355	302
272.18329	303
272.19302	302
272.20279	305
272.21252	304
272.22226	304
272.23203	299
272.24176	306
272.25153	307
272.26126	306
272.271	300
272.28073	300
272.2905	307
272.30023	303
272.30997	306
272.31973	301
272.32947	298
272.3392	300
272.34897	307
272.3587	299
272.36844	305
272.37817	298
272.38794	301
