Date and Time:                Sun Jan 29 14:53:15.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         2
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              390
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



368.9736	38865
368.99429	37732
369.01495	37953
369.03564	38019
369.0563	38071
369.077	38702
369.09766	38621
369.11832	38563
369.13901	38417
369.15967	38403
369.18033	38321
369.20102	38244
369.22168	38030
369.24237	38480
369.26303	38610
369.28369	38767
369.30438	38736
369.32504	38987
369.3457	39024
369.36636	39044
369.38705	39188
369.40771	39389
369.42838	39311
369.44907	39635
369.46973	39485
369.49039	39500
369.51105	39658
369.53174	39403
369.5524	39648
369.57306	39916
369.59372	40185
369.61441	40449
369.63507	40642
369.65573	40698
369.67639	40465
369.69705	40874
369.71774	41025
369.7384	41221
369.75906	41372
369.77972	41817
369.80038	41540
369.82104	41815
369.84174	41658
369.8624	41757
369.88306	41765
369.90372	41984
369.92438	42009
369.94504	42075
369.9657	42086
369.98636	42101
370.00702	41957
370.02771	42040
370.04837	41847
370.06903	42300
370.08969	42346
370.11035	42164
370.13101	41806
370.15167	41726
370.17233	41956
370.19299	42385
370.21365	42355
370.23431	42145
370.25497	42141
370.27563	42301
370.2963	42036
370.31696	41980
370.33762	41970
370.35828	41563
370.37894	41142
370.3996	40835
370.42026	40776
370.44092	40698
370.46155	40575
370.48221	40054
370.50287	40110
370.52353	39957
370.54419	39762
370.56485	39673
370.58551	39337
370.60617	39256
370.62683	39182
370.64746	38914
370.66812	39399
370.68878	39411
370.70944	39483
370.7301	39318
370.75076	39086
370.77139	38803
370.79205	38136
370.81271	38032
370.83337	38062
370.85403	37784
370.87466	37740
370.89532	37238
370.91599	36984
370.93665	36875
370.95728	36589
370.97794	36609
370.9986	36652
371.01926	36605
371.03989	36516
371.06055	36242
371.08121	35929
371.10184	35940
371.1225	36188
371.14316	36087
371.16379	36369
371.18445	36085
371.20511	35913
371.22574	35607
371.2464	35629
371.26706	35352
371.28769	35241
371.30835	35161
371.32901	35019
371.34964	35086
371.3703	34843
