Date and Time:                Wed May 25 12:27:47.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.8
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              272
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



262.02127	319
262.0311	315
262.04095	320
262.05078	322
262.06061	321
262.07043	321
262.08026	321
262.09009	326
262.09991	317
262.10974	320
262.11957	323
262.12939	321
262.13922	322
262.14905	325
262.15887	324
262.1687	319
262.17853	319
262.18835	327
262.19818	325
262.20801	324
262.21783	323
262.22766	321
262.23749	321
262.24731	322
262.25714	316
262.26697	321
262.27676	328
262.28659	318
262.29642	320
262.30624	324
262.31607	321
262.3259	319
262.33572	316
262.34555	314
262.35538	325
262.3652	324
262.37503	323
262.38486	321
262.39465	321
262.40448	321
262.41431	321
262.42413	324
262.43396	320
262.44379	323
262.45361	322
262.46344	321
262.47324	323
262.48306	321
262.49289	327
262.50272	324
262.51254	322
262.52237	319
262.53217	322
262.54199	324
262.55182	323
262.56165	322
262.57147	321
262.5813	322
262.59109	328
262.60092	319
262.61075	324
262.62057	322
262.63037	325
262.6402	329
262.65002	315
262.65985	321
262.66968	325
262.67947	323
262.6893	321
262.69913	322
262.70895	320
262.71875	322
262.72858	322
262.7384	323
262.7482	322
262.75803	327
262.76785	325
262.77768	319
262.78748	318
262.7973	319
262.80713	324
262.81693	316
262.82675	323
262.83658	324
262.84637	320
262.8562	320
262.86603	320
262.87585	327
262.88565	321
262.89548	319
262.90527	324
262.9151	319
262.92493	322
262.93472	321
262.94455	322
262.95438	322
262.96417	314
262.974	319
262.98383	323
262.99362	318
263.00345	321
263.01324	322
263.02307	325
263.0329	322
263.04269	327
263.05252	321
263.06232	326
263.07214	325
263.08194	325
263.09177	318
263.10159	324
263.11139	323
263.12122	315
263.13101	328
263.14084	320
263.15063	318
263.16046	323
263.17026	325
263.18008	330
263.18988	321
263.19971	328
263.2095	320
263.21933	321
263.22913	323
263.23895	321
263.24875	323
263.25858	320
263.26837	321
263.2782	320
263.28799	325
263.29782	320
263.30762	317
263.31744	326
263.32724	320
