Date and Time:                Wed May 25 12:27:19.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.8
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              272
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



262.02127	321
262.0311	318
262.04095	324
262.05078	315
262.06061	319
262.07043	322
262.08026	320
262.09009	323
262.09991	320
262.10974	323
262.11957	319
262.12939	325
262.13922	320
262.14905	323
262.15887	323
262.1687	319
262.17853	325
262.18835	320
262.19818	328
262.20801	320
262.21783	319
262.22766	324
262.23749	323
262.24731	320
262.25714	320
262.26697	322
262.27676	314
262.28659	316
262.29642	320
262.30624	318
262.31607	322
262.3259	324
262.33572	326
262.34555	323
262.35538	326
262.3652	320
262.37503	321
262.38486	320
262.39465	321
262.40448	325
262.41431	321
262.42413	317
262.43396	319
262.44379	314
262.45361	327
262.46344	315
262.47324	322
262.48306	324
262.49289	320
262.50272	325
262.51254	317
262.52237	322
262.53217	323
262.54199	323
262.55182	327
262.56165	322
262.57147	318
262.5813	317
262.59109	316
262.60092	319
262.61075	317
262.62057	315
262.63037	318
262.6402	316
262.65002	321
262.65985	318
262.66968	321
262.67947	324
262.6893	326
262.69913	319
262.70895	316
262.71875	317
262.72858	322
262.7384	322
262.7482	319
262.75803	320
262.76785	325
262.77768	313
262.78748	322
262.7973	323
262.80713	316
262.81693	321
262.82675	327
262.83658	322
262.84637	326
262.8562	321
262.86603	322
262.87585	326
262.88565	319
262.89548	324
262.90527	319
262.9151	320
262.92493	321
262.93472	325
262.94455	315
262.95438	323
262.96417	322
262.974	316
262.98383	321
262.99362	320
263.00345	319
263.01324	325
263.02307	323
263.0329	327
263.04269	321
263.05252	318
263.06232	326
263.07214	318
263.08194	322
263.09177	320
263.10159	324
263.11139	318
263.12122	321
263.13101	324
263.14084	326
263.15063	317
263.16046	323
263.17026	321
263.18008	323
263.18988	318
263.19971	321
263.2095	323
263.21933	323
263.22913	316
263.23895	328
263.24875	328
263.25858	316
263.26837	325
263.2782	319
263.28799	323
263.29782	328
263.30762	322
263.31744	323
263.32724	324
