Date and Time:                Wed May 25 12:28:21.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.8
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              272
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



262.02127	320
262.0311	325
262.04095	318
262.05078	316
262.06061	311
262.07043	319
262.08026	322
262.09009	321
262.09991	316
262.10974	321
262.11957	319
262.12939	325
262.13922	314
262.14905	324
262.15887	308
262.1687	325
262.17853	316
262.18835	317
262.19818	316
262.20801	320
262.21783	320
262.22766	320
262.23749	324
262.24731	327
262.25714	319
262.26697	316
262.27676	320
262.28659	321
262.29642	321
262.30624	317
262.31607	319
262.3259	320
262.33572	320
262.34555	319
262.35538	312
262.3652	316
262.37503	322
262.38486	316
262.39465	317
262.40448	318
262.41431	321
262.42413	322
262.43396	315
262.44379	319
262.45361	316
262.46344	316
262.47324	320
262.48306	327
262.49289	328
262.50272	325
262.51254	317
262.52237	321
262.53217	325
262.54199	320
262.55182	316
262.56165	321
262.57147	322
262.5813	316
262.59109	322
262.60092	314
262.61075	314
262.62057	317
262.63037	314
262.6402	328
262.65002	320
262.65985	321
262.66968	317
262.67947	324
262.6893	322
262.69913	324
262.70895	313
262.71875	319
262.72858	320
262.7384	320
262.7482	324
262.75803	321
262.76785	325
262.77768	325
262.78748	326
262.7973	322
262.80713	319
262.81693	316
262.82675	322
262.83658	320
262.84637	324
262.8562	321
262.86603	323
262.87585	321
262.88565	324
262.89548	316
262.90527	321
262.9151	323
262.92493	318
262.93472	317
262.94455	319
262.95438	321
262.96417	322
262.974	317
262.98383	318
262.99362	316
263.00345	323
263.01324	321
263.02307	317
263.0329	316
263.04269	315
263.05252	322
263.06232	315
263.07214	319
263.08194	314
263.09177	319
263.10159	322
263.11139	324
263.12122	318
263.13101	320
263.14084	318
263.15063	319
263.16046	322
263.17026	316
263.18008	317
263.18988	323
263.19971	320
263.2095	318
263.21933	322
263.22913	329
263.23895	317
263.24875	326
263.25858	322
263.26837	317
263.2782	320
263.28799	322
263.29782	323
263.30762	323
263.31744	326
263.32724	326
