Date and Time:                Wed May 25 12:30:17.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.8
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              272
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



262.02127	305
262.0311	301
262.04095	305
262.05078	303
262.06061	303
262.07043	306
262.08026	302
262.09009	300
262.09991	300
262.10974	301
262.11957	302
262.12939	301
262.13922	297
262.14905	302
262.15887	300
262.1687	302
262.17853	304
262.18835	296
262.19818	303
262.20801	297
262.21783	300
262.22766	304
262.23749	307
262.24731	304
262.25714	299
262.26697	305
262.27676	306
262.28659	301
262.29642	303
262.30624	304
262.31607	303
262.3259	296
262.33572	303
262.34555	303
262.35538	303
262.3652	304
262.37503	303
262.38486	304
262.39465	294
262.40448	305
262.41431	303
262.42413	301
262.43396	298
262.44379	304
262.45361	299
262.46344	303
262.47324	310
262.48306	300
262.49289	303
262.50272	304
262.51254	308
262.52237	303
262.53217	305
262.54199	299
262.55182	304
262.56165	301
262.57147	302
262.5813	300
262.59109	306
262.60092	305
262.61075	303
262.62057	305
262.63037	302
262.6402	304
262.65002	305
262.65985	304
262.66968	303
262.67947	302
262.6893	306
262.69913	304
262.70895	302
262.71875	302
262.72858	302
262.7384	304
262.7482	306
262.75803	299
262.76785	304
262.77768	307
262.78748	300
262.7973	304
262.80713	302
262.81693	297
262.82675	302
262.83658	302
262.84637	303
262.8562	299
262.86603	305
262.87585	302
262.88565	302
262.89548	304
262.90527	302
262.9151	299
262.92493	302
262.93472	299
262.94455	302
262.95438	307
262.96417	304
262.974	305
262.98383	309
262.99362	302
263.00345	301
263.01324	302
263.02307	303
263.0329	303
263.04269	303
263.05252	306
263.06232	305
263.07214	297
263.08194	301
263.09177	299
263.10159	307
263.11139	306
263.12122	306
263.13101	299
263.14084	299
263.15063	308
263.16046	299
263.17026	302
263.18008	297
263.18988	311
263.19971	300
263.2095	299
263.21933	302
263.22913	302
263.23895	301
263.24875	306
263.25858	300
263.26837	306
263.2782	307
263.28799	302
263.29782	300
263.30762	296
263.31744	301
263.32724	307
