Date and Time:                Wed May 25 12:29:14.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.4
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              272
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



262.02127	25749
262.0311	24745
262.04095	24800
262.05078	24892
262.06061	24903
262.07043	24778
262.08026	24568
262.09009	24719
262.09991	24981
262.10974	24881
262.11957	24841
262.12939	24700
262.13922	24729
262.14905	24831
262.15887	24644
262.1687	24509
262.17853	24687
262.18835	25041
262.19818	25162
262.20801	24922
262.21783	24816
262.22766	24590
262.23749	24669
262.24731	24607
262.25714	24401
262.26697	24352
262.27676	24467
262.28659	24485
262.29642	24420
262.30624	24349
262.31607	24529
262.3259	24483
262.33572	24499
262.34555	24518
262.35538	24454
262.3652	24328
262.37503	24317
262.38486	24354
262.39465	24270
262.40448	24250
262.41431	24244
262.42413	24363
262.43396	24670
262.44379	24817
262.45361	24611
262.46344	24499
262.47324	24436
262.48306	24483
262.49289	24638
262.50272	24683
262.51254	24928
262.52237	25004
262.53217	25082
262.54199	24998
262.55182	24952
262.56165	24930
262.57147	24957
262.5813	25031
262.59109	25104
262.60092	25080
262.61075	24965
262.62057	24918
262.63037	24931
262.6402	25021
262.65002	24799
262.65985	24791
262.66968	24857
262.67947	24752
262.6893	24710
262.69913	24812
262.70895	24876
262.71875	24874
262.72858	24955
262.7384	25010
262.7482	25139
262.75803	25019
262.76785	25016
262.77768	24987
262.78748	24941
262.7973	24856
262.80713	24829
262.81693	24808
262.82675	24794
262.83658	24700
262.84637	24645
262.8562	24732
262.86603	24743
262.87585	24674
262.88565	24666
262.89548	24683
262.90527	24691
262.9151	24614
262.92493	24577
262.93472	24817
262.94455	24924
262.95438	25022
262.96417	25010
262.974	24990
262.98383	25064
262.99362	24955
263.00345	24857
263.01324	24943
263.02307	25028
263.0329	24986
263.04269	24837
263.05252	24793
263.06232	24825
263.07214	24726
263.08194	24835
263.09177	25000
263.10159	25209
263.11139	25316
263.12122	25286
263.13101	25168
263.14084	25134
263.15063	25189
263.16046	25360
