Date and Time:                Wed May 25 12:29:26.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.4
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              272
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



262.02127	25969
262.0311	24680
262.04095	24953
262.05078	24927
262.06061	25042
262.07043	24937
262.08026	24672
262.09009	24700
262.09991	25019
262.10974	25013
262.11957	24907
262.12939	24833
262.13922	24767
262.14905	24856
262.15887	24792
262.1687	24563
262.17853	24775
262.18835	25168
262.19818	25259
262.20801	25048
262.21783	24912
262.22766	24770
262.23749	24789
262.24731	24752
262.25714	24626
262.26697	24586
262.27676	24632
262.28659	24655
262.29642	24609
262.30624	24487
262.31607	24587
262.3259	24588
262.33572	24566
262.34555	24638
262.35538	24602
262.3652	24514
262.37503	24494
262.38486	24452
262.39465	24509
262.40448	24459
262.41431	24289
262.42413	24513
262.43396	24746
262.44379	24889
262.45361	24674
262.46344	24629
262.47324	24576
262.48306	24598
262.49289	24688
262.50272	24765
262.51254	25008
262.52237	25196
262.53217	25177
262.54199	25163
262.55182	25130
262.56165	25063
262.57147	25036
262.5813	25048
262.59109	25203
262.60092	25223
262.61075	25049
262.62057	25065
262.63037	25052
262.6402	25028
262.65002	24955
262.65985	24947
262.66968	24997
262.67947	24865
262.6893	24813
262.69913	24798
262.70895	24913
262.71875	25014
262.72858	24974
262.7384	25095
262.7482	25281
262.75803	25160
262.76785	25075
262.77768	25134
262.78748	25111
262.7973	24979
262.80713	24952
262.81693	24969
262.82675	24879
262.83658	24800
262.84637	24754
262.8562	24722
262.86603	24892
262.87585	24844
262.88565	24789
262.89548	24768
262.90527	24771
262.9151	24765
262.92493	24711
262.93472	24854
262.94455	25060
262.95438	25175
262.96417	25128
262.974	25079
262.98383	25131
262.99362	25068
263.00345	25000
263.01324	25130
263.02307	25119
263.0329	25135
263.04269	24993
263.05252	24998
263.06232	24946
263.07214	24819
263.08194	24922
263.09177	25018
263.10159	25322
263.11139	25424
263.12122	25428
263.13101	25376
263.14084	25213
263.15063	25349
263.16046	25531
