Date and Time:                Wed May 25 12:29:20.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.4
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              272
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



262.02127	25766
262.0311	24697
262.04095	24810
262.05078	24889
262.06061	24920
262.07043	24831
262.08026	24503
262.09009	24682
262.09991	24999
262.10974	24887
262.11957	24784
262.12939	24599
262.13922	24766
262.14905	24853
262.15887	24756
262.1687	24511
262.17853	24616
262.18835	24999
262.19818	25147
262.20801	24925
262.21783	24833
262.22766	24677
262.23749	24698
262.24731	24642
262.25714	24485
262.26697	24439
262.27676	24520
262.28659	24536
262.29642	24448
262.30624	24373
262.31607	24485
262.3259	24430
262.33572	24549
262.34555	24556
262.35538	24577
262.3652	24415
262.37503	24238
262.38486	24367
262.39465	24296
262.40448	24205
262.41431	24191
262.42413	24357
262.43396	24667
262.44379	24740
262.45361	24678
262.46344	24594
262.47324	24471
262.48306	24496
262.49289	24632
262.50272	24695
262.51254	24945
262.52237	25126
262.53217	25097
262.54199	25064
262.55182	24974
262.56165	25015
262.57147	24958
262.5813	25013
262.59109	25058
262.60092	25055
262.61075	24989
262.62057	24931
262.63037	25018
262.6402	25025
262.65002	24848
262.65985	24841
262.66968	24774
262.67947	24822
262.6893	24754
262.69913	24764
262.70895	24868
262.71875	24929
262.72858	24957
262.7384	25084
262.7482	25137
262.75803	25062
262.76785	24972
262.77768	25070
262.78748	24956
262.7973	24910
262.80713	24735
262.81693	24816
262.82675	24746
262.83658	24661
262.84637	24568
262.8562	24681
262.86603	24729
262.87585	24719
262.88565	24741
262.89548	24720
262.90527	24726
262.9151	24629
262.92493	24538
262.93472	24798
262.94455	24958
262.95438	25011
262.96417	25052
262.974	24967
262.98383	25015
262.99362	25001
263.00345	24899
263.01324	25018
263.02307	25068
263.0329	25002
263.04269	24847
263.05252	24837
263.06232	24820
263.07214	24716
263.08194	24845
263.09177	24960
263.10159	25209
263.11139	25411
263.12122	25233
263.13101	25281
263.14084	25131
263.15063	25182
263.16046	25332
