Date and Time:                Fri Oct 7 12:54:36.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         40
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              200
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



177.97206	390
177.99368	391
178.0153	381
178.03691	373
178.05853	386
178.08015	385
178.10176	378
178.12338	382
178.145	374
178.16661	382
178.18823	380
178.20985	389
178.23146	384
178.25308	388
178.27469	384
178.29631	386
178.31793	379
178.33954	374
178.36116	391
178.38277	379
178.40439	383
178.42599	375
178.44762	385
178.46922	381
178.49084	376
178.51245	380
178.53407	374
178.55568	372
178.5773	375
178.59891	371
178.62053	372
178.64214	375
178.66376	378
178.68536	383
178.70697	380
178.72859	389
178.7502	375
178.77182	378
178.79343	382
178.81503	381
178.83665	371
178.85826	382
178.87987	375
178.90149	372
178.9231	384
178.9447	372
178.96631	379
178.98793	377
179.00954	385
179.03114	378
179.05275	372
179.07437	379
179.09598	379
179.11758	380
179.13919	373
179.16081	380
179.18242	379
179.20403	390
179.22563	375
179.24724	369
179.26884	379
179.29047	372
179.31207	385
179.33368	369
179.35529	372
179.37689	372
179.3985	376
179.4201	376
179.44171	387
179.46332	377
179.48492	370
179.50653	369
179.52814	383
179.54974	370
179.57135	374
179.59296	376
179.61456	374
179.63617	377
179.65778	371
179.67938	364
179.70099	367
179.7226	374
179.7442	366
179.76581	367
179.78741	369
179.80902	369
179.83063	370
179.85223	370
179.87383	366
179.89543	370
179.91704	367
179.93864	374
179.96025	367
179.98186	372
180.00345	365
180.02505	362
180.04666	382
180.06827	364
180.08986	366
180.11147	366
180.13307	368
180.15468	372
180.17627	368
180.19788	368
180.21948	358
180.24107	362
180.26268	364
180.28429	368
180.30589	374
180.32748	377
180.34909	365
180.37068	368
180.39229	358
180.41389	365
180.43549	367
180.45709	364
180.47868	365
180.50029	372
180.5219	358
180.54349	362
180.56509	358
180.58669	359
180.60829	364
180.62988	357
180.65149	359
180.67308	374
180.69469	361
180.71628	362
180.73788	360
180.75948	369
180.78107	364
180.80267	363
180.82426	360
180.84587	364
