Date and Time:                Fri Oct 7 12:53:21.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         4
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              200
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



177.97206	319
177.99368	305
178.0153	309
178.03691	303
178.05853	308
178.08015	312
178.10176	319
178.12338	311
178.145	293
178.16661	302
178.18823	316
178.20985	306
178.23146	309
178.25308	305
178.27469	307
178.29631	306
178.31793	308
178.33954	307
178.36116	309
178.38277	302
178.40439	316
178.42599	310
178.44762	313
178.46922	309
178.49084	310
178.51245	303
178.53407	311
178.55568	309
178.5773	311
178.59891	309
178.62053	311
178.64214	305
178.66376	313
178.68536	307
178.70697	308
178.72859	313
178.7502	309
178.77182	305
178.79343	311
178.81503	317
178.83665	312
178.85826	306
178.87987	312
178.90149	306
178.9231	309
178.9447	306
178.96631	308
178.98793	307
179.00954	305
179.03114	303
179.05275	313
179.07437	311
179.09598	300
179.11758	310
179.13919	310
179.16081	306
179.18242	312
179.20403	310
179.22563	307
179.24724	305
179.26884	309
179.29047	309
179.31207	306
179.33368	311
179.35529	305
179.37689	308
179.3985	312
179.4201	310
179.44171	308
179.46332	309
179.48492	313
179.50653	310
179.52814	316
179.54974	304
179.57135	306
179.59296	308
179.61456	313
179.63617	309
179.65778	304
179.67938	309
179.70099	309
179.7226	314
179.7442	309
179.76581	312
179.78741	309
179.80902	306
179.83063	313
179.85223	305
179.87383	310
179.89543	304
179.91704	309
179.93864	310
179.96025	310
179.98186	307
180.00345	312
180.02505	311
180.04666	312
180.06827	306
180.08986	306
180.11147	307
180.13307	313
180.15468	309
180.17627	304
180.19788	313
180.21948	304
180.24107	310
180.26268	305
180.28429	309
180.30589	303
180.32748	306
180.34909	310
180.37068	310
180.39229	303
180.41389	308
180.43549	302
180.45709	305
180.47868	313
180.50029	305
180.5219	303
180.54349	304
180.56509	308
180.58669	302
180.60829	308
180.62988	311
180.65149	306
180.67308	306
180.69469	308
180.71628	312
180.73788	308
180.75948	313
180.78107	312
180.80267	307
180.82426	305
180.84587	308
