Date and Time:                Fri Oct 7 12:50:10.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         4
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              200
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



177.97206	6913
177.99368	6591
178.0153	6581
178.03691	6575
178.05853	6604
178.08015	6622
178.10176	6636
178.12338	6657
178.145	6597
178.16661	6590
178.18823	6592
178.20985	6585
178.23146	6539
178.25308	6617
178.27469	6616
178.29631	6644
178.31793	6612
178.33954	6592
178.36116	6610
178.38277	6623
178.40439	6564
178.42599	6621
178.44762	6602
178.46922	6598
178.49084	6574
178.51245	6576
178.53407	6572
178.55568	6580
178.5773	6568
178.59891	6544
178.62053	6557
178.64214	6529
178.66376	6538
178.68536	6553
178.70697	6524
178.72859	6513
178.7502	6538
178.77182	6541
178.79343	6568
178.81503	6549
178.83665	6517
178.85826	6581
178.87987	6574
178.90149	6581
178.9231	6507
178.9447	6540
178.96631	6553
178.98793	6585
179.00954	6545
179.03114	6548
179.05275	6547
179.07437	6548
179.09598	6549
179.11758	6536
179.13919	6534
179.16081	6549
179.18242	6543
179.20403	6533
179.22563	6540
179.24724	6580
179.26884	6544
179.29047	6545
179.31207	6570
179.33368	6611
179.35529	6572
179.37689	6571
179.3985	6561
179.4201	6558
179.44171	6543
179.46332	6543
179.48492	6530
179.50653	6546
179.52814	6537
179.54974	6536
179.57135	6551
179.59296	6546
179.61456	6533
179.63617	6517
179.65778	6572
179.67938	6506
179.70099	6520
179.7226	6557
179.7442	6571
179.76581	6578
179.78741	6585
179.80902	6582
179.83063	6571
179.85223	6538
179.87383	6540
179.89543	6548
179.91704	6559
179.93864	6564
179.96025	6586
179.98186	6552
180.00345	6542
180.02505	6567
180.04666	6549
180.06827	6544
180.08986	6548
180.11147	6560
180.13307	6539
180.15468	6530
180.17627	6535
180.19788	6503
180.21948	6484
180.24107	6506
180.26268	6555
180.28429	6516
180.30589	6528
180.32748	6505
180.34909	6527
180.37068	6501
180.39229	6498
180.41389	6523
180.43549	6512
180.45709	6525
180.47868	6534
