Date and Time:                Fri Oct 7 12:49:10.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         40
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              200
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



177.97206	548
177.99368	539
178.0153	538
178.03691	532
178.05853	536
178.08015	536
178.10176	528
178.12338	541
178.145	529
178.16661	525
178.18823	537
178.20985	533
178.23146	526
178.25308	527
178.27469	528
178.29631	529
178.31793	534
178.33954	525
178.36116	529
178.38277	540
178.40439	528
178.42599	524
178.44762	535
178.46922	523
178.49084	520
178.51245	524
178.53407	522
178.55568	522
178.5773	531
178.59891	520
178.62053	520
178.64214	514
178.66376	528
178.68536	527
178.70697	519
178.72859	527
178.7502	533
178.77182	525
178.79343	526
178.81503	535
178.83665	519
178.85826	523
178.87987	514
178.90149	520
178.9231	532
178.9447	531
178.96631	521
178.98793	520
179.00954	528
179.03114	531
179.05275	525
179.07437	523
179.09598	524
179.11758	519
179.13919	522
179.16081	532
179.18242	527
179.20403	540
179.22563	526
179.24724	521
179.26884	524
179.29047	519
179.31207	540
179.33368	525
179.35529	525
179.37689	520
179.3985	529
179.4201	525
179.44171	530
179.46332	521
179.48492	516
179.50653	521
179.52814	528
179.54974	519
179.57135	526
179.59296	523
179.61456	528
179.63617	522
179.65778	521
179.67938	523
179.70099	515
179.7226	527
179.7442	523
179.76581	523
179.78741	515
179.80902	529
179.83063	522
179.85223	520
179.87383	520
179.89543	510
179.91704	518
179.93864	513
179.96025	525
179.98186	521
180.00345	516
180.02505	526
180.04666	528
180.06827	521
180.08986	517
180.11147	517
180.13307	519
180.15468	519
180.17627	515
180.19788	520
180.21948	516
180.24107	505
180.26268	519
180.28429	521
180.30589	530
180.32748	521
180.34909	524
180.37068	521
180.39229	515
180.41389	515
180.43549	522
180.45709	557
180.47868	514
180.50029	519
180.5219	516
180.54349	519
180.56509	514
180.58669	514
180.60829	525
180.62988	508
180.65149	522
180.67308	530
180.69469	524
180.71628	510
180.73788	511
180.75948	526
180.78107	515
180.80267	519
180.82426	516
180.84587	517
