Date and Time:                Fri Oct 7 12:50:20.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         4
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              200
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



177.97206	6861
177.99368	6572
178.0153	6559
178.03691	6582
178.05853	6601
178.08015	6607
178.10176	6617
178.12338	6620
178.145	6580
178.16661	6590
178.18823	6613
178.20985	6610
178.23146	6581
178.25308	6574
178.27469	6602
178.29631	6597
178.31793	6585
178.33954	6589
178.36116	6564
178.38277	6586
178.40439	6580
178.42599	6602
178.44762	6596
178.46922	6583
178.49084	6575
178.51245	6579
178.53407	6559
178.55568	6541
178.5773	6528
178.59891	6562
178.62053	6541
178.64214	6561
178.66376	6549
178.68536	6490
178.70697	6528
178.72859	6550
178.7502	6526
178.77182	6548
178.79343	6551
178.81503	6544
178.83665	6545
178.85826	6550
178.87987	6537
178.90149	6524
178.9231	6530
178.9447	6533
178.96631	6554
178.98793	6553
179.00954	6524
179.03114	6541
179.05275	6545
179.07437	6560
179.09598	6558
179.11758	6546
179.13919	6504
179.16081	6557
179.18242	6548
179.20403	6547
179.22563	6535
179.24724	6564
179.26884	6572
179.29047	6563
179.31207	6606
179.33368	6592
179.35529	6549
179.37689	6560
179.3985	6593
179.4201	6558
179.44171	6575
179.46332	6579
179.48492	6515
179.50653	6576
179.52814	6573
179.54974	6550
179.57135	6516
179.59296	6550
179.61456	6525
179.63617	6557
179.65778	6510
179.67938	6532
179.70099	6558
179.7226	6579
179.7442	6554
179.76581	6568
179.78741	6558
179.80902	6570
179.83063	6582
179.85223	6541
179.87383	6539
179.89543	6548
179.91704	6564
179.93864	6536
179.96025	6544
179.98186	6547
180.00345	6543
180.02505	6491
180.04666	6540
180.06827	6519
180.08986	6549
180.11147	6512
180.13307	6521
180.15468	6471
180.17627	6506
180.19788	6485
180.21948	6523
180.24107	6471
180.26268	6511
180.28429	6486
180.30589	6516
180.32748	6491
180.34909	6517
180.37068	6562
180.39229	6565
180.41389	6514
180.43549	6532
180.45709	6537
180.47868	6547
