Date and Time:                Fri Sep 9 17:15:04.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.16
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              384.5
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



363.44	301
363.46072	297
363.48141	306
363.50214	304
363.52283	298
363.54355	302
363.56424	304
363.58496	301
363.60565	303
363.62634	307
363.64706	299
363.66776	301
363.68848	306
363.70917	303
363.72986	304
363.75058	298
363.77127	298
363.79199	303
363.81268	298
363.83337	298
363.8541	305
363.87479	304
363.89548	304
363.9162	299
363.93689	299
363.95758	308
363.9783	296
363.99899	301
364.01968	302
364.04037	301
364.0611	303
364.08179	296
364.10248	301
364.12317	303
364.14389	306
364.16458	302
364.18527	311
364.20596	302
364.22668	298
364.24738	300
364.26807	309
364.28876	304
364.30945	299
364.33017	303
364.35086	297
364.37155	298
364.39224	302
364.41293	298
364.43362	295
364.45435	302
364.47504	299
364.49573	302
364.51642	296
364.53711	295
364.5578	307
364.57849	295
364.59918	300
364.61987	303
364.64056	300
364.66129	294
364.68198	303
364.70267	299
364.72336	300
364.74405	302
364.76474	301
364.78543	303
364.80612	297
364.82681	301
364.8475	297
364.86819	303
364.88889	297
364.90958	300
364.93027	303
364.95096	306
364.97165	298
364.99234	300
365.01303	301
365.03369	298
365.05438	300
365.07507	301
365.09576	300
365.11646	306
365.13715	305
365.15784	301
365.17853	301
365.19922	300
365.21991	298
365.24057	298
365.26126	300
365.28195	305
365.30264	297
365.32333	300
365.34402	299
365.36469	303
365.38538	297
365.40607	302
365.42676	300
365.44745	299
365.46811	294
365.4888	300
365.50949	300
365.53018	297
365.55084	300
365.57153	303
365.59222	299
365.61292	299
365.63358	298
365.65427	297
365.67496	301
365.69565	298
365.71631	299
365.737	296
365.75769	304
365.77835	298
365.79904	299
365.81973	304
365.84039	298
365.86108	308
365.88177	304
365.90244	307
365.92313	303
365.94379	302
365.96448	295
365.98517	295
366.00583	303
366.02652	300
366.04718	297
366.06787	298
366.08856	305
366.10922	304
366.12991	300
366.15057	302
366.17126	301
