Date and Time:                Fri Sep 9 17:13:03.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.16
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              384.5
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



363.44	21896
363.46072	20811
363.48141	20802
363.50214	20900
363.52283	21244
363.54355	21298
363.56424	21192
363.58496	21156
363.60565	21188
363.62634	21180
363.64706	21057
363.66776	20854
363.68848	20849
363.70917	20887
363.72986	21021
363.75058	20922
363.77127	20903
363.79199	20954
363.81268	20965
363.83337	20700
363.8541	20513
363.87479	20629
363.89548	20620
363.9162	20557
363.93689	20420
363.95758	20250
363.9783	20054
363.99899	19937
364.01968	19900
364.04037	20029
364.0611	20197
364.08179	20134
364.10248	20039
364.12317	19770
364.14389	19659
364.16458	19594
364.18527	19620
364.20596	19676
364.22668	19835
364.24738	19813
364.26807	19666
364.28876	19642
364.30945	19552
364.33017	19409
364.35086	19272
364.37155	19326
364.39224	19312
364.41293	19213
364.43362	18989
364.45435	18907
364.47504	18865
364.49573	18743
364.51642	18643
364.53711	18529
364.5578	18421
364.57849	18377
364.59918	18243
364.61987	18153
364.64056	18160
364.66129	18193
364.68198	18141
364.70267	18211
364.72336	18094
364.74405	18008
364.76474	17952
364.78543	17886
364.80612	17846
364.82681	17712
364.8475	17566
364.86819	17527
364.88889	17512
364.90958	17334
364.93027	17153
364.95096	17063
364.97165	17050
364.99234	17012
365.01303	16964
365.03369	16907
365.05438	16803
365.07507	16774
365.09576	16726
365.11646	16680
365.13715	16746
365.15784	16752
365.17853	16855
365.19922	16808
365.21991	16823
365.24057	16659
365.26126	16579
365.28195	16563
365.30264	16588
365.32333	16573
365.34402	16647
365.36469	16612
365.38538	16526
365.40607	16486
365.42676	16537
365.44745	16597
365.46811	16676
365.4888	16645
365.50949	16837
365.53018	16778
365.55084	16757
365.57153	16754
365.59222	16852
365.61292	16904
365.63358	17092
365.65427	17162
365.67496	17171
365.69565	17123
365.71631	17363
365.737	17419
365.75769	17435
365.77835	17447
365.79904	17450
365.81973	17444
