Date and Time:                Fri Sep 9 17:12:16.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.16
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              384.5
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



363.44	21634
363.46072	20466
363.48141	20460
363.50214	20490
363.52283	20693
363.54355	20710
363.56424	20643
363.58496	20458
363.60565	20444
363.62634	20301
363.64706	20165
363.66776	19888
363.68848	19877
363.70917	19951
363.72986	20041
363.75058	19911
363.77127	19791
363.79199	19860
363.81268	19753
363.83337	19503
363.8541	19384
363.87479	19368
363.89548	19335
363.9162	19208
363.93689	19096
363.95758	18928
363.9783	18681
363.99899	18556
364.01968	18463
364.04037	18615
364.0611	18682
364.08179	18603
364.10248	18552
364.12317	18358
364.14389	18198
364.16458	18165
364.18527	18225
364.20596	18201
364.22668	18418
364.24738	18335
364.26807	18268
364.28876	18072
364.30945	18086
364.33017	18018
364.35086	17980
364.37155	17930
364.39224	17960
364.41293	17799
364.43362	17673
364.45435	17609
364.47504	17575
364.49573	17502
364.51642	17439
364.53711	17360
364.5578	17339
364.57849	17248
364.59918	17112
364.61987	17118
364.64056	17105
364.66129	17154
364.68198	17155
364.70267	17292
364.72336	17256
364.74405	17094
364.76474	17040
364.78543	17052
364.80612	17040
364.82681	16939
364.8475	16858
364.86819	16875
364.88889	16901
364.90958	16758
364.93027	16517
364.95096	16562
364.97165	16540
364.99234	16508
365.01303	16591
365.03369	16507
365.05438	16535
365.07507	16443
365.09576	16405
365.11646	16405
365.13715	16525
365.15784	16614
365.17853	16723
365.19922	16722
365.21991	16704
365.24057	16627
365.26126	16558
365.28195	16566
365.30264	16642
365.32333	16691
365.34402	16725
365.36469	16793
365.38538	16752
365.40607	16701
365.42676	16741
365.44745	16801
365.46811	16932
365.4888	17031
365.50949	17083
365.53018	17113
365.55084	17154
365.57153	17238
365.59222	17332
365.61292	17424
365.63358	17591
365.65427	17682
365.67496	17736
365.69565	17743
365.71631	17916
365.737	18019
365.75769	18087
365.77835	18178
365.79904	18198
365.81973	18120
