Date and Time:                Tue Apr 26 18:26:14.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         250
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              390
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



368.9736	1025
368.99429	980
369.01495	934
369.03564	953
369.0563	961
369.077	963
369.09766	937
369.11832	1074
369.13901	1360
369.15967	944
369.18033	938
369.20102	971
369.22168	941
369.24237	935
369.26303	923
369.28369	920
369.30438	935
369.32504	900
369.3457	991
369.36636	917
369.38705	922
369.40771	906
369.42838	947
369.44907	925
369.46973	917
369.49039	924
369.51105	925
369.53174	889
369.5524	867
369.57306	884
369.59372	861
369.61441	907
369.63507	905
369.65573	910
369.67639	914
369.69705	946
369.71774	910
369.7384	918
369.75906	936
369.77972	955
369.80038	870
369.82104	920
369.84174	881
369.8624	895
369.88306	931
369.90372	918
369.92438	911
369.94504	861
369.9657	937
369.98636	893
370.00702	872
370.02771	873
370.04837	892
370.06903	921
370.08969	915
370.11035	918
370.13101	898
370.15167	952
370.17233	913
370.19299	868
370.21365	913
370.23431	871
370.25497	963
370.27563	862
370.2963	870
370.31696	859
370.33762	888
370.35828	901
370.37894	948
370.3996	895
370.42026	882
370.44092	895
370.46155	946
370.48221	864
370.50287	911
370.52353	918
370.54419	899
370.56485	857
370.58551	866
370.60617	895
370.62683	849
370.64746	898
370.66812	850
370.68878	890
370.70944	841
370.7301	866
370.75076	860
370.77139	868
370.79205	862
370.81271	884
370.83337	857
370.85403	849
370.87466	871
370.89532	848
370.91599	834
370.93665	834
370.95728	903
370.97794	852
370.9986	842
371.01926	861
371.03989	906
371.06055	819
371.08121	838
371.10184	863
371.1225	809
371.14316	839
371.16379	837
371.18445	834
371.20511	890
371.22574	911
371.2464	817
371.26706	833
371.28769	829
371.30835	824
371.32901	857
371.34964	834
371.3703	824
371.39093	858
371.41159	824
371.43225	870
371.45288	801
371.47354	799
371.49417	813
371.51483	832
371.53546	1134
371.55612	894
371.57675	837
371.59741	815
371.61804	810
371.6387	878
371.65933	823
371.67999	817
371.70062	796
