Date and Time:                Tue Apr 26 18:25:24.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.025
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              390
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



368.9736	17850
368.99429	17132
369.01495	17236
369.03564	17293
369.0563	17415
369.077	17376
369.09766	17217
369.11832	17143
369.13901	17376
369.15967	17398
369.18033	17349
369.20102	17309
369.22168	17355
369.24237	17364
369.26303	17349
369.28369	17129
369.30438	17180
369.32504	17415
369.3457	17493
369.36636	17314
369.38705	17173
369.40771	17132
369.42838	17178
369.44907	17205
369.46973	16996
369.49039	17005
369.51105	16917
369.53174	16853
369.5524	16865
369.57306	16909
369.59372	17009
369.61441	17111
369.63507	17077
369.65573	17088
369.67639	17002
369.69705	16958
369.71774	16870
369.7384	16872
369.75906	16972
369.77972	16999
369.80038	16938
369.82104	17006
369.84174	17235
369.8624	17301
369.88306	17172
369.90372	17116
369.92438	17074
369.94504	17023
369.9657	17101
369.98636	17191
370.00702	17325
370.02771	17367
370.04837	17378
370.06903	17389
370.08969	17304
370.11035	17226
370.13101	17227
370.15167	17294
370.17233	17351
370.19299	17380
370.21365	17262
370.23431	17226
370.25497	17281
370.27563	17309
370.2963	17281
370.31696	17335
370.33762	17323
370.35828	17226
370.37894	17286
370.3996	17214
370.42026	17392
370.44092	17364
370.46155	17200
370.48221	17251
370.50287	17377
370.52353	17429
370.54419	17331
370.56485	17229
370.58551	17187
370.60617	17213
370.62683	17114
370.64746	17051
370.66812	17026
370.68878	16951
370.70944	16957
370.7301	17098
370.75076	17127
370.77139	17058
370.79205	17033
370.81271	16994
370.83337	17018
370.85403	16982
370.87466	17064
370.89532	17225
370.91599	17322
370.93665	17339
370.95728	17260
370.97794	17288
370.9986	17374
371.01926	17362
371.03989	17276
371.06055	17377
371.08121	17322
371.10184	17389
371.1225	17233
371.14316	17268
371.16379	17173
371.18445	17157
371.20511	17214
371.22574	17201
371.2464	17461
371.26706	17618
371.28769	17587
371.30835	17487
371.32901	17413
371.34964	17474
371.3703	17503
