Date and Time:                Mon Oct 10 15:19:41.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         4.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              200
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



177.97206	318
177.99368	305
178.0153	303
178.03691	305
178.05853	313
178.08015	314
178.10176	311
178.12338	309
178.145	311
178.16661	305
178.18823	307
178.20985	314
178.23146	309
178.25308	313
178.27469	316
178.29631	304
178.31793	314
178.33954	306
178.36116	306
178.38277	311
178.40439	313
178.42599	310
178.44762	311
178.46922	306
178.49084	308
178.51245	306
178.53407	308
178.55568	312
178.5773	310
178.59891	309
178.62053	306
178.64214	305
178.66376	313
178.68536	315
178.70697	310
178.72859	313
178.7502	306
178.77182	311
178.79343	310
178.81503	303
178.83665	302
178.85826	315
178.87987	308
178.90149	309
178.9231	309
178.9447	314
178.96631	309
178.98793	310
179.00954	313
179.03114	303
179.05275	310
179.07437	309
179.09598	308
179.11758	311
179.13919	314
179.16081	316
179.18242	314
179.20403	303
179.22563	305
179.24724	311
179.26884	307
179.29047	311
179.31207	311
179.33368	305
179.35529	299
179.37689	303
179.3985	307
179.4201	311
179.44171	310
179.46332	306
179.48492	312
179.50653	309
179.52814	311
179.54974	310
179.57135	312
179.59296	312
179.61456	309
179.63617	309
179.65778	304
179.67938	301
179.70099	307
179.7226	311
179.7442	312
179.76581	313
179.78741	306
179.80902	312
179.83063	304
179.85223	310
179.87383	304
179.89543	307
179.91704	309
179.93864	310
179.96025	301
179.98186	310
180.00345	307
180.02505	301
180.04666	307
180.06827	306
180.08986	306
180.11147	312
180.13307	309
180.15468	301
180.17627	310
180.19788	312
180.21948	307
180.24107	306
180.26268	308
180.28429	307
180.30589	306
180.32748	307
180.34909	308
180.37068	316
180.39229	305
180.41389	302
180.43549	302
180.45709	305
180.47868	310
180.50029	308
180.5219	305
180.54349	305
180.56509	308
180.58669	305
180.60829	308
180.62988	305
180.65149	305
180.67308	316
180.69469	305
180.71628	307
180.73788	307
180.75948	302
180.78107	307
180.80267	304
180.82426	306
