Date and Time:                Mon Oct 10 15:19:07.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         4.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              200
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



177.97206	7791
177.99368	7452
178.0153	7440
178.03691	7466
178.05853	7454
178.08015	7468
178.10176	7475
178.12338	7505
178.145	7468
178.16661	7435
178.18823	7474
178.20985	7451
178.23146	7472
178.25308	7434
178.27469	7424
178.29631	7460
178.31793	7485
178.33954	7443
178.36116	7449
178.38277	7435
178.40439	7446
178.42599	7465
178.44762	7454
178.46922	7455
178.49084	7442
178.51245	7450
178.53407	7440
178.55568	7412
178.5773	7418
178.59891	7444
178.62053	7381
178.64214	7406
178.66376	7439
178.68536	7409
178.70697	7394
178.72859	7401
178.7502	7389
178.77182	7420
178.79343	7379
178.81503	7400
178.83665	7424
178.85826	7403
178.87987	7362
178.90149	7387
178.9231	7429
178.9447	7398
178.96631	7403
178.98793	7426
179.00954	7375
179.03114	7400
179.05275	7398
179.07437	7428
179.09598	7392
179.11758	7383
179.13919	7397
179.16081	7407
179.18242	7397
179.20403	7381
179.22563	7435
179.24724	7437
179.26884	7440
179.29047	7403
179.31207	7441
179.33368	7478
179.35529	7441
179.37689	7445
179.3985	7433
179.4201	7415
179.44171	7434
179.46332	7412
179.48492	7436
179.50653	7415
179.52814	7384
179.54974	7394
179.57135	7426
179.59296	7413
179.61456	7418
179.63617	7382
179.65778	7415
179.67938	7401
179.70099	7416
179.7226	7410
179.7442	7428
179.76581	7441
179.78741	7440
179.80902	7438
179.83063	7412
179.85223	7420
179.87383	7384
179.89543	7390
179.91704	7405
179.93864	7417
179.96025	7393
179.98186	7396
180.00345	7416
180.02505	7426
180.04666	7431
180.06827	7378
180.08986	7396
180.11147	7405
180.13307	7393
180.15468	7372
180.17627	7348
180.19788	7353
180.21948	7345
180.24107	7410
180.26268	7394
180.28429	7411
180.30589	7398
180.32748	7406
180.34909	7371
180.37068	7376
180.39229	7342
180.41389	7384
180.43549	7381
180.45709	7420
180.47868	7371
