Date and Time:                Fri Oct 7 11:45:58.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         28
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              225
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



203.08546	3185
203.10698	3062
203.12848	3070
203.14999	3043
203.17151	3085
203.19302	3116
203.21452	3138
203.23604	3156
203.25755	3139
203.27905	3128
203.30057	3132
203.32208	3125
203.34358	3132
203.3651	3172
203.38661	3199
203.40811	3196
203.42963	3225
203.45113	3229
203.47264	3256
203.49416	3282
203.51566	3292
203.53717	3302
203.55867	3304
203.58018	3347
203.60168	3317
203.6232	3365
203.6447	3402
203.66621	3400
203.68771	3416
203.70923	3428
203.73073	3441
203.75224	3454
203.77374	3489
203.79526	3488
203.81676	3492
203.83827	3502
203.85977	3542
203.88127	3569
203.90279	3594
203.92429	3599
203.94579	3616
203.9673	3629
203.9888	3639
204.01031	3613
204.03181	3658
204.05331	3681
204.07481	3687
204.09633	3717
204.11783	3760
204.13933	3764
204.16084	3769
204.18234	3768
204.20384	3784
204.22534	3819
204.24684	3855
204.26836	3884
204.28986	3910
204.31136	3919
204.33286	3950
204.35435	3961
204.37587	3971
204.39737	3967
204.41887	4014
204.44037	4033
204.46187	4023
204.48337	4032
204.50487	4067
204.52637	4054
204.54787	4065
204.56937	4044
204.59087	4094
204.61237	4187
204.63387	4212
204.65536	4175
204.67688	4192
204.69836	4229
204.71986	4203
204.74136	4269
204.76286	4286
204.78436	4308
204.80586	4300
204.82736	4319
204.84886	4330
204.87036	4354
204.89186	4373
204.91336	4422
204.93486	4462
204.95636	4468
204.97784	4506
204.99934	4520
205.02084	4536
205.04234	4525
205.06384	4580
205.08534	4573
205.10683	4644
205.12833	4665
205.14983	4690
205.17133	4669
205.19281	4706
205.21431	4734
205.23581	4774
205.25731	4761
205.27879	4807
205.30029	4879
205.32179	4863
205.34328	4866
205.36478	4887
205.38628	4928
205.40776	4966
205.42926	4959
205.45074	4955
205.47224	4976
205.49374	4972
205.51523	5046
205.53673	5085
205.55821	5127
205.57971	5108
