Date and Time:                Fri Oct 7 11:57:06.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         28
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              225
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



203.08546	3473
203.10698	3344
203.12848	3335
203.14999	3322
203.17151	3392
203.19302	3392
203.21452	3413
203.23604	3407
203.25755	3438
203.27905	3427
203.30057	3417
203.32208	3436
203.34358	3431
203.3651	3443
203.38661	3481
203.40811	3485
203.42963	3511
203.45113	3541
203.47264	3574
203.49416	3591
203.51566	3601
203.53717	3615
203.55867	3630
203.58018	3648
203.60168	3670
203.6232	3678
203.6447	3705
203.66621	3735
203.68771	3791
203.70923	3750
203.73073	3748
203.75224	3775
203.77374	3803
203.79526	3832
203.81676	3868
203.83827	3868
203.85977	3878
203.88127	3916
203.90279	3949
203.92429	3952
203.94579	3986
203.9673	3981
203.9888	4003
204.01031	3967
204.03181	4023
204.05331	4059
204.07481	4076
204.09633	4075
204.11783	4136
204.13933	4144
204.16084	4139
204.18234	4166
204.20384	4178
204.22534	4182
204.24684	4221
204.26836	4238
204.28986	4295
204.31136	4307
204.33286	4353
204.35435	4329
204.37587	4350
204.39737	4363
204.41887	4397
204.44037	4376
204.46187	4397
204.48337	4450
204.50487	4434
204.52637	4449
204.54787	4454
204.56937	4479
204.59087	4507
204.61237	4521
204.63387	4581
204.65536	4619
204.67688	4630
204.69836	4599
204.71986	4608
204.74136	4646
204.76286	4662
204.78436	4697
204.80586	4736
204.82736	4741
204.84886	4745
204.87036	4777
204.89186	4767
204.91336	4854
204.93486	4852
204.95636	4893
204.97784	4932
204.99934	4950
205.02084	4998
205.04234	4973
205.06384	4990
205.08534	5036
205.10683	5074
205.12833	5119
205.14983	5150
205.17133	5167
205.19281	5197
205.21431	5214
205.23581	5258
205.25731	5268
205.27879	5276
205.30029	5289
205.32179	5340
205.34328	5359
205.36478	5376
205.38628	5452
205.40776	5446
205.42926	5487
205.45074	5414
205.47224	5488
205.49374	5533
205.51523	5551
205.53673	5599
205.55821	5595
205.57971	5613
