Date and Time:                Mon Oct 17 12:12:00.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         2.3
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              279.6
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



257.95227	303
257.97354	311
257.99478	305
258.01605	300
258.03732	306
258.05856	304
258.07983	307
258.1011	311
258.12234	303
258.14362	306
258.16489	308
258.18613	306
258.2074	311
258.22864	300
258.24991	304
258.27118	308
258.29242	309
258.31369	300
258.33493	312
258.3562	302
258.37744	302
258.39871	308
258.41998	303
258.44122	306
258.46249	309
258.48373	307
258.505	309
258.52625	308
258.54752	300
258.56876	295
258.59003	301
258.61127	307
258.63254	312
258.65378	301
258.67505	306
258.69629	306
258.71756	300
258.7388	307
258.76007	304
258.78131	303
258.80255	303
258.82382	302
258.84506	307
258.86633	309
258.88757	302
258.90884	304
258.93008	300
258.95132	303
258.9726	310
258.99384	304
259.01511	307
259.03635	302
259.05759	303
259.07886	303
259.1001	308
259.12134	312
259.14261	305
259.16385	303
259.18509	304
259.20636	307
259.2276	314
259.24884	305
259.27011	299
259.29135	300
259.31259	303
259.33386	314
259.3551	303
259.37634	308
259.39758	307
259.41885	304
259.44009	313
259.46133	307
259.48257	307
259.50385	302
259.52509	304
259.54633	303
259.56757	313
259.58884	299
259.61008	306
259.63132	303
259.65256	299
259.6738	305
259.69507	304
259.71631	305
259.73755	302
259.75879	303
259.78003	305
259.80127	302
259.82254	304
259.84378	306
259.86502	309
259.88626	303
259.9075	312
259.92874	303
259.94998	307
259.97125	306
259.99249	307
260.01373	303
260.03497	304
260.05621	305
260.07745	304
260.09869	295
260.11993	307
260.14117	302
260.16241	304
260.18365	301
260.2049	307
260.22614	311
260.24738	304
260.26865	310
260.28989	302
260.31113	308
260.33237	306
260.35361	308
260.37485	304
260.39609	307
260.41733	311
260.43857	301
260.45981	310
260.48102	308
260.50226	305
260.5235	301
260.54474	311
260.56598	302
260.58722	302
260.60846	307
260.6297	304
260.65094	298
260.67218	305
260.69342	305
260.71466	302
260.7359	315
260.75714	303
