Date and Time:                Mon Oct 17 12:13:00.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         2.3
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              279.6
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



257.95227	301
257.97354	304
257.99478	308
258.01605	306
258.03732	302
258.05856	300
258.07983	312
258.1011	308
258.12234	306
258.14362	297
258.16489	311
258.18613	307
258.2074	303
258.22864	300
258.24991	309
258.27118	305
258.29242	306
258.31369	310
258.33493	297
258.3562	311
258.37744	306
258.39871	304
258.41998	313
258.44122	305
258.46249	310
258.48373	309
258.505	309
258.52625	303
258.54752	305
258.56876	305
258.59003	304
258.61127	301
258.63254	306
258.65378	301
258.67505	309
258.69629	302
258.71756	304
258.7388	307
258.76007	298
258.78131	309
258.80255	308
258.82382	305
258.84506	303
258.86633	302
258.88757	309
258.90884	305
258.93008	305
258.95132	304
258.9726	300
258.99384	307
259.01511	306
259.03635	305
259.05759	304
259.07886	308
259.1001	305
259.12134	303
259.14261	306
259.16385	302
259.18509	304
259.20636	306
259.2276	302
259.24884	309
259.27011	309
259.29135	306
259.31259	312
259.33386	299
259.3551	311
259.37634	302
259.39758	309
259.41885	306
259.44009	308
259.46133	304
259.48257	308
259.50385	305
259.52509	306
259.54633	306
259.56757	307
259.58884	305
259.61008	309
259.63132	303
259.65256	305
259.6738	301
259.69507	309
259.71631	304
259.73755	309
259.75879	305
259.78003	309
259.80127	307
259.82254	310
259.84378	305
259.86502	307
259.88626	302
259.9075	307
259.92874	301
259.94998	303
259.97125	302
259.99249	307
260.01373	301
260.03497	309
260.05621	303
260.07745	304
260.09869	307
260.11993	305
260.14117	306
260.16241	305
260.18365	302
260.2049	306
260.22614	310
260.24738	311
260.26865	303
260.28989	305
260.31113	298
260.33237	313
260.35361	301
260.37485	304
260.39609	302
260.41733	306
260.43857	311
260.45981	304
260.48102	309
260.50226	305
260.5235	307
260.54474	303
260.56598	304
260.58722	301
260.60846	306
260.6297	305
260.65094	299
260.67218	302
260.69342	302
260.71466	302
260.7359	301
260.75714	307
