Date and Time:                Mon Oct 17 12:22:47.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         2.3
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              279.6
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



257.95227	305
257.97354	311
257.99478	308
258.01605	310
258.03732	304
258.05856	302
258.07983	303
258.1011	307
258.12234	302
258.14362	308
258.16489	306
258.18613	304
258.2074	305
258.22864	305
258.24991	310
258.27118	303
258.29242	309
258.31369	304
258.33493	306
258.3562	309
258.37744	312
258.39871	315
258.41998	305
258.44122	305
258.46249	304
258.48373	305
258.505	311
258.52625	304
258.54752	309
258.56876	304
258.59003	310
258.61127	305
258.63254	300
258.65378	305
258.67505	305
258.69629	306
258.71756	309
258.7388	305
258.76007	309
258.78131	305
258.80255	306
258.82382	303
258.84506	300
258.86633	310
258.88757	300
258.90884	309
258.93008	308
258.95132	303
258.9726	310
258.99384	301
259.01511	305
259.03635	302
259.05759	309
259.07886	312
259.1001	302
259.12134	306
259.14261	304
259.16385	307
259.18509	305
259.20636	307
259.2276	302
259.24884	301
259.27011	308
259.29135	304
259.31259	305
259.33386	303
259.3551	303
259.37634	313
259.39758	311
259.41885	308
259.44009	311
259.46133	303
259.48257	305
259.50385	312
259.52509	304
259.54633	314
259.56757	299
259.58884	306
259.61008	307
259.63132	298
259.65256	309
259.6738	305
259.69507	304
259.71631	300
259.73755	306
259.75879	307
259.78003	303
259.80127	301
259.82254	310
259.84378	302
259.86502	311
259.88626	309
259.9075	307
259.92874	302
259.94998	306
259.97125	303
259.99249	304
260.01373	311
260.03497	312
260.05621	306
260.07745	303
260.09869	300
260.11993	304
260.14117	312
260.16241	305
260.18365	302
260.2049	306
260.22614	304
260.24738	315
260.26865	301
260.28989	310
260.31113	306
260.33237	306
260.35361	312
260.37485	305
260.39609	311
260.41733	304
260.43857	306
260.45981	303
260.48102	306
260.50226	306
260.5235	302
260.54474	304
260.56598	303
260.58722	303
260.60846	305
260.6297	299
260.65094	304
260.67218	304
260.69342	305
260.71466	304
260.7359	308
260.75714	306
