Date and Time:                Mon Oct 17 12:20:44.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         2.3
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              279.6
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



257.95227	305
257.97354	303
257.99478	306
258.01605	301
258.03732	304
258.05856	302
258.07983	304
258.1011	303
258.12234	309
258.14362	302
258.16489	305
258.18613	302
258.2074	304
258.22864	307
258.24991	303
258.27118	309
258.29242	308
258.31369	310
258.33493	304
258.3562	304
258.37744	307
258.39871	300
258.41998	305
258.44122	304
258.46249	308
258.48373	305
258.505	305
258.52625	305
258.54752	303
258.56876	303
258.59003	300
258.61127	302
258.63254	306
258.65378	306
258.67505	307
258.69629	304
258.71756	307
258.7388	311
258.76007	310
258.78131	308
258.80255	303
258.82382	307
258.84506	310
258.86633	303
258.88757	302
258.90884	309
258.93008	309
258.95132	300
258.9726	304
258.99384	303
259.01511	308
259.03635	303
259.05759	305
259.07886	303
259.1001	308
259.12134	308
259.14261	307
259.16385	304
259.18509	305
259.20636	309
259.2276	305
259.24884	300
259.27011	312
259.29135	307
259.31259	300
259.33386	303
259.3551	304
259.37634	303
259.39758	308
259.41885	305
259.44009	302
259.46133	300
259.48257	309
259.50385	309
259.52509	308
259.54633	312
259.56757	309
259.58884	304
259.61008	307
259.63132	309
259.65256	301
259.6738	302
259.69507	307
259.71631	315
259.73755	302
259.75879	305
259.78003	306
259.80127	304
259.82254	311
259.84378	305
259.86502	307
259.88626	302
259.9075	309
259.92874	301
259.94998	306
259.97125	299
259.99249	299
260.01373	303
260.03497	307
260.05621	305
260.07745	306
260.09869	303
260.11993	303
260.14117	304
260.16241	311
260.18365	312
260.2049	302
260.22614	309
260.24738	299
260.26865	307
260.28989	306
260.31113	307
260.33237	304
260.35361	304
260.37485	302
260.39609	308
260.41733	303
260.43857	305
260.45981	303
260.48102	308
260.50226	302
260.5235	302
260.54474	301
260.56598	307
260.58722	306
260.60846	303
260.6297	302
260.65094	309
260.67218	306
260.69342	308
260.71466	305
260.7359	303
260.75714	302
