Date and Time:                Mon Oct 17 12:06:04.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         2.3
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              279.6
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



257.95227	308
257.97354	300
257.99478	303
258.01605	312
258.03732	307
258.05856	308
258.07983	310
258.1011	304
258.12234	307
258.14362	310
258.16489	305
258.18613	312
258.2074	310
258.22864	301
258.24991	307
258.27118	307
258.29242	305
258.31369	301
258.33493	306
258.3562	304
258.37744	301
258.39871	304
258.41998	310
258.44122	301
258.46249	308
258.48373	305
258.505	302
258.52625	304
258.54752	308
258.56876	295
258.59003	303
258.61127	301
258.63254	309
258.65378	308
258.67505	306
258.69629	311
258.71756	308
258.7388	309
258.76007	310
258.78131	310
258.80255	308
258.82382	298
258.84506	307
258.86633	303
258.88757	304
258.90884	302
258.93008	307
258.95132	306
258.9726	307
258.99384	304
259.01511	302
259.03635	309
259.05759	301
259.07886	302
259.1001	309
259.12134	307
259.14261	309
259.16385	309
259.18509	310
259.20636	298
259.2276	302
259.24884	306
259.27011	314
259.29135	300
259.31259	298
259.33386	305
259.3551	305
259.37634	302
259.39758	304
259.41885	305
259.44009	302
259.46133	305
259.48257	302
259.50385	301
259.52509	305
259.54633	303
259.56757	309
259.58884	299
259.61008	301
259.63132	307
259.65256	301
259.6738	310
259.69507	304
259.71631	307
259.73755	308
259.75879	302
259.78003	311
259.80127	312
259.82254	301
259.84378	304
259.86502	309
259.88626	309
259.9075	304
259.92874	306
259.94998	309
259.97125	302
259.99249	300
260.01373	307
260.03497	307
260.05621	305
260.07745	303
260.09869	304
260.11993	302
260.14117	307
260.16241	310
260.18365	304
260.2049	309
260.22614	301
260.24738	299
260.26865	306
260.28989	307
260.31113	305
260.33237	305
260.35361	305
260.37485	308
260.39609	306
260.41733	299
260.43857	311
260.45981	301
260.48102	307
260.50226	309
260.5235	304
260.54474	302
260.56598	304
260.58722	304
260.60846	303
260.6297	308
260.65094	303
260.67218	307
260.69342	299
260.71466	306
260.7359	308
260.75714	300
