Date and Time:                Mon Apr 25 13:36:39.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         60
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              397
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



388.1459	459
388.15466	436
388.16342	441
388.17215	435
388.18091	448
388.18967	438
388.19843	430
388.20715	445
388.21591	425
388.22467	434
388.2334	434
388.24216	441
388.25092	429
388.25967	442
388.2684	433
388.27716	437
388.28592	435
388.29465	426
388.30341	447
388.31216	434
388.32089	431
388.32965	435
388.33838	439
388.34714	432
388.3559	437
388.36462	426
388.37338	438
388.38214	428
388.39087	428
388.39963	429
388.40836	425
388.41711	425
388.42587	432
388.4346	434
388.44336	435
388.45209	435
388.46085	426
388.46957	435
388.47833	434
388.48706	441
388.49582	426
388.50455	430
388.51331	423
388.52203	426
388.53079	436
388.53952	429
388.54828	431
388.55701	421
388.56577	446
388.57449	432
388.58325	429
388.59198	422
388.60074	436
388.60947	435
388.61823	432
388.62695	438
388.63571	429
388.64444	448
388.65317	430
388.66193	422
388.67065	433
388.67941	423
388.68814	446
388.69687	423
388.70563	419
388.71436	414
388.72311	431
388.73184	424
388.74057	451
388.74933	426
388.75806	424
388.76678	436
388.77554	566
388.78427	1011
388.793	410
388.80176	432
388.81049	438
388.81921	419
388.82797	426
388.8367	426
388.84543	421
388.85416	431
388.86292	412
388.87164	422
388.88037	410
388.88913	415
388.89786	421
388.90659	426
388.91531	417
388.92407	422
388.9328	422
388.94153	416
388.95026	418
388.95898	417
388.96774	419
388.97647	416
388.9852	423
388.99393	426
389.00266	412
389.01141	416
389.02014	412
389.02887	410
389.0376	416
389.04633	417
389.05505	407
389.06378	417
389.07254	413
389.08127	410
389.09	432
389.09872	439
389.10745	410
389.11618	414
389.12491	408
389.13364	413
389.14236	425
389.15112	413
389.15985	409
389.16858	416
389.17731	411
389.18604	419
389.19476	409
389.20349	406
389.21222	413
389.22095	414
389.22968	412
389.2384	421
389.24713	411
389.25586	408
389.26459	412
389.27332	426
389.28204	411
389.29077	408
389.2995	404
389.30823	404
