Date and Time:                Fri Oct 28 12:16:46.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.13
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              300
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



278.45877	301
278.47992	295
278.50107	305
278.52225	297
278.5434	303
278.56454	304
278.58572	299
278.60687	297
278.62802	301
278.6492	301
278.67035	301
278.6915	305
278.71268	300
278.73383	302
278.75497	302
278.77615	299
278.7973	309
278.81845	295
278.83963	300
278.86078	296
278.88193	299
278.90308	292
278.92426	303
278.9454	301
278.96655	299
278.9877	304
279.00888	297
279.03003	300
279.05118	302
279.07233	300
279.09348	300
279.11465	301
279.1358	298
279.15695	297
279.1781	300
279.19925	299
279.22043	304
279.24158	301
279.26273	297
279.28387	298
279.30502	306
279.32617	298
279.34732	300
279.3685	300
279.38965	302
279.4108	305
279.43195	295
279.45309	296
279.47424	299
279.49539	303
279.51654	304
279.53769	300
279.55884	303
279.58002	301
279.60117	300
279.62231	302
279.64346	304
279.66461	301
279.68576	301
279.70691	295
279.72806	296
279.74921	301
279.77036	298
279.7915	300
279.81265	302
279.8338	300
279.85495	299
279.8761	297
279.89725	300
279.9184	300
279.93954	303
279.96069	296
279.98184	296
280.00299	298
280.02411	301
280.04526	297
280.06641	296
280.08755	299
280.1087	303
280.12985	302
280.151	296
280.17215	302
280.1933	298
280.21445	308
280.23557	303
280.25671	305
280.27786	296
280.29901	301
280.32016	301
280.34131	301
280.36246	305
280.38358	304
280.40472	304
280.42587	298
280.44702	302
280.46817	294
280.48929	291
280.51044	297
280.53159	298
280.55273	301
280.57388	295
280.595	299
280.61615	298
280.6373	303
280.65845	297
280.67957	301
280.70071	298
280.72186	299
280.74301	301
280.76413	301
280.78528	305
280.80643	299
280.82755	299
280.84869	300
280.86984	306
280.89096	296
280.91211	297
280.93326	297
280.95438	300
280.97552	305
280.99667	301
281.01779	298
281.03894	301
281.06009	305
281.08121	304
281.10236	299
281.12347	298
281.14462	300
281.16577	296
281.18689	305
281.20804	300
281.22916	298
281.25031	298
