Date and Time:                Fri Oct 28 11:50:14.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.6
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              300
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



278.45877	298
278.47992	302
278.50107	303
278.52225	297
278.5434	301
278.56454	301
278.58572	302
278.60687	300
278.62802	300
278.6492	305
278.67035	298
278.6915	302
278.71268	307
278.73383	308
278.75497	307
278.77615	301
278.7973	302
278.81845	302
278.83963	303
278.86078	305
278.88193	302
278.90308	298
278.92426	301
278.9454	302
278.96655	303
278.9877	313
279.00888	300
279.03003	306
279.05118	305
279.07233	304
279.09348	303
279.11465	304
279.1358	304
279.15695	303
279.1781	304
279.19925	304
279.22043	300
279.24158	304
279.26273	299
279.28387	302
279.30502	305
279.32617	296
279.34732	299
279.3685	299
279.38965	305
279.4108	306
279.43195	305
279.45309	299
279.47424	302
279.49539	306
279.51654	300
279.53769	298
279.55884	303
279.58002	300
279.60117	308
279.62231	302
279.64346	305
279.66461	304
279.68576	303
279.70691	306
279.72806	298
279.74921	305
279.77036	298
279.7915	303
279.81265	303
279.8338	306
279.85495	306
279.8761	306
279.89725	304
279.9184	302
279.93954	305
279.96069	306
279.98184	302
280.00299	307
280.02411	301
280.04526	301
280.06641	308
280.08755	296
280.1087	301
280.12985	304
280.151	301
280.17215	300
280.1933	297
280.21445	296
280.23557	303
280.25671	304
280.27786	303
280.29901	302
280.32016	296
280.34131	299
280.36246	309
280.38358	300
280.40472	304
280.42587	300
280.44702	300
280.46817	304
280.48929	302
280.51044	302
280.53159	301
280.55273	302
280.57388	301
280.595	302
280.61615	303
280.6373	303
280.65845	306
280.67957	298
280.70071	300
280.72186	300
280.74301	308
280.76413	302
280.78528	297
280.80643	300
280.82755	297
280.84869	301
280.86984	300
280.89096	298
280.91211	298
280.93326	303
280.95438	302
280.97552	299
280.99667	302
281.01779	298
281.03894	303
281.06009	298
281.08121	301
281.10236	311
281.12347	303
281.14462	300
281.16577	302
281.18689	303
281.20804	305
281.22916	298
281.25031	298
