Date and Time:                Sat Jan 28 16:23:38.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.18
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              323
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



301.58331	28057
301.60434	26728
301.6254	26660
301.64642	26612
301.66748	26809
301.68851	27111
301.70956	27073
301.73059	26940
301.75165	26702
301.77267	26678
301.79373	26554
301.81476	26245
301.83582	26183
301.85684	26297
301.8779	26460
301.89893	26432
301.91998	26412
301.94101	26524
301.96204	26608
301.98309	26617
302.00412	26505
302.02518	26558
302.0462	26557
302.06726	26469
302.08829	26434
302.10931	26370
302.13037	26286
302.1514	26246
302.17242	26343
302.19348	26408
302.21451	26560
302.23553	26599
302.25659	26763
302.27762	26623
302.29865	26500
302.3197	26563
302.34073	26743
302.36176	26800
302.38281	26906
302.40384	26913
302.42487	26846
302.44592	26788
302.46695	26752
302.48798	26673
302.509	26717
302.53006	26868
302.55109	27002
302.57211	26966
302.59314	26909
302.6142	26731
302.63522	26697
302.65625	26702
302.67728	26916
302.6983	27095
302.71936	27055
302.74039	26963
302.76141	26755
302.78244	26827
302.80347	27021
302.82449	27083
302.84555	27080
302.86658	27068
302.8876	27128
302.90863	27182
302.92966	27082
302.95068	27072
302.97171	26873
302.99274	26779
303.01379	26591
303.03482	26390
303.05585	26208
303.07687	26247
303.0979	26213
303.11893	26193
303.13995	26193
303.16098	26100
303.18201	26052
303.20303	26087
303.22406	26126
303.24509	25980
303.26611	26130
303.28714	26343
303.30817	26567
303.32919	26739
303.35022	26742
303.37125	26777
303.39227	26720
303.4133	26597
303.43433	26383
303.45535	26375
303.47638	26463
303.49741	26527
303.51843	26435
303.53946	26257
303.56049	26200
303.58151	26224
303.60254	26217
303.62357	26187
303.64459	26460
303.66562	26652
303.68661	26636
303.70764	26368
303.72867	26419
303.74969	26594
303.77072	26702
303.79175	26988
303.81277	27141
303.8338	27259
303.8548	27182
303.87582	27090
303.89685	27177
303.91788	27084
303.9389	26966
303.95993	27080
303.98093	27262
304.00195	27265
304.02298	27158
