Date and Time:                Fri Sep 9 14:51:33.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         180
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              283
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



261.36975	832
261.39099	801
261.41223	789
261.4335	786
261.45474	805
261.47598	788
261.49722	779
261.51846	776
261.5397	756
261.56094	756
261.58218	784
261.60342	816
261.62466	791
261.6459	772
261.66718	767
261.68842	773
261.70966	791
261.7309	766
261.75214	827
261.77338	764
261.79462	762
261.81586	771
261.8371	798
261.85834	779
261.87958	755
261.90082	775
261.92206	765
261.9433	747
261.96454	728
261.98578	749
262.00702	732
262.02826	756
262.0495	758
262.07071	765
262.09195	773
262.11319	783
262.13443	766
262.15567	774
262.17691	774
262.19815	786
262.21939	751
262.24063	770
262.26187	748
262.28311	753
262.30432	782
262.32556	769
262.3468	744
262.36804	725
262.38928	778
262.41052	750
262.43176	751
262.45297	757
262.47421	746
262.49545	764
262.51669	775
262.53793	756
262.55917	750
262.58038	844
262.60162	746
262.62286	727
262.6441	770
262.66531	725
262.68655	814
262.70779	740
262.72903	744
262.75024	720
262.77148	752
262.79272	745
262.81396	791
262.83517	756
262.85641	738
262.87766	756
262.8989	799
262.9201	735
262.94135	770
262.96259	759
262.9838	748
263.00504	719
263.02628	738
263.04749	753
263.06873	717
263.08997	762
263.11118	725
263.13242	735
263.15366	710
263.17487	732
263.19611	706
263.21732	727
263.23856	736
263.2598	749
263.28101	727
263.30225	703
263.32346	728
263.3447	722
263.36594	704
263.38715	702
263.40839	749
263.4296	727
263.45084	718
263.47205	710
263.49329	722
263.51453	691
263.53574	723
263.55698	718
263.57819	699
263.59943	705
263.62064	713
263.64188	731
263.66309	750
263.68433	782
263.70554	703
263.72678	709
263.74799	699
263.7692	691
263.79044	718
263.81165	729
263.83289	695
263.8541	731
263.87534	707
263.89655	728
263.91779	684
263.939	684
263.96021	687
263.98145	698
264.00266	702
264.0239	743
264.0451	715
264.06631	684
264.08755	700
264.10876	726
264.12997	705
264.15121	711
264.17242	693
264.19363	690
