Date and Time:                Fri Sep 9 14:59:56.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1.8
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              283
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



261.36975	303
261.39099	304
261.41223	306
261.4335	308
261.45474	311
261.47598	302
261.49722	301
261.51846	307
261.5397	311
261.56094	307
261.58218	304
261.60342	301
261.62466	302
261.6459	304
261.66718	310
261.68842	301
261.70966	305
261.7309	302
261.75214	307
261.77338	304
261.79462	304
261.81586	300
261.8371	305
261.85834	307
261.87958	300
261.90082	309
261.92206	308
261.9433	310
261.96454	300
261.98578	300
262.00702	307
262.02826	308
262.0495	305
262.07071	302
262.09195	298
262.11319	309
262.13443	305
262.15567	305
262.17691	303
262.19815	308
262.21939	308
262.24063	297
262.26187	305
262.28311	306
262.30432	303
262.32556	306
262.3468	302
262.36804	304
262.38928	309
262.41052	306
262.43176	304
262.45297	310
262.47421	301
262.49545	306
262.51669	301
262.53793	314
262.55917	303
262.58038	304
262.60162	310
262.62286	304
262.6441	306
262.66531	307
262.68655	299
262.70779	312
262.72903	304
262.75024	305
262.77148	298
262.79272	303
262.81396	309
262.83517	307
262.85641	312
262.87766	308
262.8989	305
262.9201	299
262.94135	309
262.96259	298
262.9838	303
263.00504	303
263.02628	305
263.04749	306
263.06873	311
263.08997	304
263.11118	301
263.13242	305
263.15366	306
263.17487	303
263.19611	304
263.21732	304
263.23856	305
263.2598	308
263.28101	301
263.30225	303
263.32346	306
263.3447	299
263.36594	303
263.38715	306
263.40839	304
263.4296	302
263.45084	308
263.47205	305
263.49329	305
263.51453	295
263.53574	304
263.55698	307
263.57819	302
263.59943	306
263.62064	306
263.64188	302
263.66309	304
263.68433	305
263.70554	305
263.72678	307
263.74799	306
263.7692	302
263.79044	308
263.81165	299
263.83289	302
263.8541	306
263.87534	303
263.89655	307
263.91779	310
263.939	297
263.96021	310
263.98145	303
264.00266	306
264.0239	306
264.0451	301
264.06631	303
264.08755	304
264.10876	308
264.12997	302
264.15121	306
264.17242	304
