Date and Time:                Fri Sep 9 14:44:53.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1.8
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              283
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



261.36975	307
261.39099	305
261.41223	309
261.4335	308
261.45474	303
261.47598	306
261.49722	306
261.51846	308
261.5397	309
261.56094	305
261.58218	310
261.60342	303
261.62466	307
261.6459	307
261.66718	303
261.68842	305
261.70966	297
261.7309	304
261.75214	305
261.77338	305
261.79462	311
261.81586	305
261.8371	308
261.85834	302
261.87958	306
261.90082	307
261.92206	304
261.9433	308
261.96454	307
261.98578	305
262.00702	304
262.02826	307
262.0495	301
262.07071	308
262.09195	298
262.11319	310
262.13443	304
262.15567	310
262.17691	307
262.19815	303
262.21939	296
262.24063	304
262.26187	304
262.28311	309
262.30432	309
262.32556	310
262.3468	306
262.36804	303
262.38928	303
262.41052	311
262.43176	303
262.45297	306
262.47421	307
262.49545	315
262.51669	309
262.53793	305
262.55917	300
262.58038	299
262.60162	305
262.62286	304
262.6441	303
262.66531	302
262.68655	296
262.70779	302
262.72903	302
262.75024	302
262.77148	301
262.79272	301
262.81396	304
262.83517	311
262.85641	303
262.87766	303
262.8989	310
262.9201	305
262.94135	303
262.96259	307
262.9838	303
263.00504	305
263.02628	309
263.04749	307
263.06873	308
263.08997	300
263.11118	303
263.13242	304
263.15366	308
263.17487	308
263.19611	305
263.21732	299
263.23856	311
263.2598	305
263.28101	303
263.30225	313
263.32346	305
263.3447	311
263.36594	307
263.38715	308
263.40839	311
263.4296	300
263.45084	305
263.47205	299
263.49329	307
263.51453	310
263.53574	296
263.55698	313
263.57819	300
263.59943	301
263.62064	307
263.64188	306
263.66309	307
263.68433	306
263.70554	305
263.72678	309
263.74799	308
263.7692	305
263.79044	305
263.81165	304
263.83289	303
263.8541	303
263.87534	308
263.89655	307
263.91779	307
263.939	306
263.96021	305
263.98145	302
264.00266	304
264.0239	301
264.0451	309
264.06631	306
264.08755	301
264.10876	305
264.12997	301
264.15121	308
264.17242	311
