Date and Time:                Fri Sep 9 14:47:04.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.18
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              283
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



261.36975	6086
261.39099	5752
261.41223	5735
261.4335	5814
261.45474	5888
261.47598	5920
261.49722	5893
261.51846	5840
261.5397	5897
261.56094	5890
261.58218	5889
261.60342	5827
261.62466	5850
261.6459	5876
261.66718	5891
261.68842	5882
261.70966	5910
261.7309	5953
261.75214	5940
261.77338	5888
261.79462	5848
261.81586	5895
261.8371	5919
261.85834	5908
261.87958	5892
261.90082	5869
261.92206	5849
261.9433	5843
261.96454	5844
261.98578	5922
262.00702	5954
262.02826	5996
262.0495	6002
262.07071	5949
262.09195	5907
262.11319	5942
262.13443	5991
262.15567	6025
262.17691	6131
262.19815	6109
262.21939	6100
262.24063	6098
262.26187	6086
262.28311	6115
262.30432	6131
262.32556	6177
262.3468	6182
262.36804	6171
262.38928	6146
262.41052	6141
262.43176	6135
262.45297	6170
262.47421	6143
262.49545	6158
262.51669	6153
262.53793	6131
262.55917	6168
262.58038	6152
262.60162	6169
262.62286	6199
262.6441	6233
262.66531	6274
262.68655	6285
262.70779	6261
262.72903	6237
262.75024	6250
262.77148	6279
262.79272	6244
262.81396	6239
262.83517	6248
262.85641	6259
262.87766	6218
262.8989	6162
262.9201	6199
262.94135	6167
262.96259	6202
262.9838	6173
263.00504	6195
263.02628	6205
263.04749	6176
263.06873	6207
263.08997	6166
263.11118	6230
263.13242	6269
263.15366	6278
263.17487	6304
263.19611	6309
263.21732	6286
263.23856	6228
263.2598	6237
263.28101	6232
263.30225	6266
263.32346	6254
263.3447	6300
263.36594	6264
263.38715	6235
263.40839	6291
263.4296	6258
263.45084	6347
263.47205	6337
263.49329	6382
263.51453	6331
263.53574	6367
263.55698	6364
263.57819	6401
263.59943	6451
263.62064	6451
263.64188	6502
263.66309	6451
263.68433	6516
263.70554	6555
263.72678	6538
263.74799	6545
263.7692	6561
263.79044	6586
263.81165	6525
